GENESIS-Tabelle: 31211-03-01-5-B
Gebäude mit Wohnraum nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
15085375;Westerhausen;-;-;-;-;-;-;-;-;-;-;-
15085380;Wienrode;-;-;-;-;-;-;-;-;-;-;-
15085385;Wülperode;-;-;-;-;-;-;-;-;-;-;-
15086005;Biederitz;2715;476;552;400;145;69;393;411;153;87;29
15086010;Brettin;-;-;-;-;-;-;-;-;-;-;-
15086015;Burg, Stadt;5748;1518;1206;1000;325;191;422;698;196;136;56
15086020;Demsin;-;-;-;-;-;-;-;-;-;-;-
15086025;Dörnitz;-;-;-;-;-;-;-;-;-;-;-
15086030;Drewitz b. Burg b. Magdeburg;-;-;-;-;-;-;-;-;-;-;-
15086035;Elbe-Parey;2473;970;661;330;123;80;95;117;50;35;12
15086040;Genthin;4092;1164;1086;656;232;120;235;325;140;84;50
15086045;Gerwisch;-;-;-;-;-;-;-;-;-;-;-
15086050;Gladau;-;-;-;-;-;-;-;-;-;-;-
15086055;Gommern, Stadt;3454;915;617;620;239;75;395;388;120;68;17
15086060;Grabow;-;-;-;-;-;-;-;-;-;-;-
15086065;Gübs;-;-;-;-;-;-;-;-;-;-;-
15086070;Hobeck;-;-;-;-;-;-;-;-;-;-;-
15086075;Hohenwarthe;-;-;-;-;-;-;-;-;-;-;-
15086080;Jerichow, Stadt;2773;1073;648;396;126;69;138;196;67;50;10
15086085;Kade;-;-;-;-;-;-;-;-;-;-;-
15086090;Karow b. Genthin;-;-;-;-;-;-;-;-;-;-;-
15086095;Klitsche;-;-;-;-;-;-;-;-;-;-;-
15086100;Königsborn;-;-;-;-;-;-;-;-;-;-;-
15086105;Körbelitz;-;-;-;-;-;-;-;-;-;-;-
15086110;Krüssau;-;-;-;-;-;-;-;-;-;-;-
15086115;Küsel;-;-;-;-;-;-;-;-;-;-;-
15086120;Loburg;-;-;-;-;-;-;-;-;-;-;-
15086125;Lostau;-;-;-;-;-;-;-;-;-;-;-
15086130;Lübs b. Zerbst;-;-;-;-;-;-;-;-;-;-;-
15086135;Magdeburgerforth;-;-;-;-;-;-;-;-;-;-;-
15086140;Möckern, Stadt;4773;1536;973;1008;278;144;225;312;156;105;36
15086145;Möser;3050;382;460;297;167;115;642;685;167;105;30
15086150;Nielebock;-;-;-;-;-;-;-;-;-;-;-
15086155;Paplitz b. Genthin;-;-;-;-;-;-;-;-;-;-;-
15086160;Pietzpuhl;-;-;-;-;-;-;-;-;-;-;-
15086170;Redekin;-;-;-;-;-;-;-;-;-;-;-
15086175;Reesdorf b. Burg b. Magdeburg;-;-;-;-;-;-;-;-;-;-;-
15086180;Reesen;-;-;-;-;-;-;-;-;-;-;-
15086185;Rietzel;-;-;-;-;-;-;-;-;-;-;-
15086190;Rosian;-;-;-;-;-;-;-;-;-;-;-
15086195;Roßdorf b. Jeßnitz, Anh;-;-;-;-;-;-;-;-;-;-;-
15086200;Schermen;-;-;-;-;-;-;-;-;-;-;-
15086205;Schlagenthin;-;-;-;-;-;-;-;-;-;-;-
15086210;Schopsdorf;-;-;-;-;-;-;-;-;-;-;-
15086215;Schweinitz;-;-;-;-;-;-;-;-;-;-;-
15086220;Stresow;-;-;-;-;-;-;-;-;-;-;-
15086230;Tryppehna;-;-;-;-;-;-;-;-;-;-;-
15086235;Tucheim;-;-;-;-;-;-;-;-;-;-;-
15086240;Wallwitz;-;-;-;-;-;-;-;-;-;-;-
15086245;Woltersdorf b. Magdeburg;-;-;-;-;-;-;-;-;-;-;-
15086250;Wulkow;-;-;-;-;-;-;-;-;-;-;-
15086255;Wüstenjerichow;-;-;-;-;-;-;-;-;-;-;-
15086260;Zabakuck;-;-;-;-;-;-;-;-;-;-;-
15086265;Zeddenick;-;-;-;-;-;-;-;-;-;-;-
15087005;Abberode;-;-;-;-;-;-;-;-;-;-;-
15087010;Ahlsdorf;686;294;139;120;33;9;29;43;12;4;3
15087015;Allstedt, Stadt;2935;1136;463;587;235;121;122;123;79;56;13
15087020;Alterode;-;-;-;-;-;-;-;-;-;-;-
15087025;Amsdorf;-;-;-;-;-;-;-;-;-;-;-
15087030;Arnstedt;-;-;-;-;-;-;-;-;-;-;-
15087031;Arnstein, Stadt;2855;1093;523;554;236;95;96;147;79;28;4
15087035;Aseleben;-;-;-;-;-;-;-;-;-;-;-
15087040;Augsdorf;-;-;-;-;-;-;-;-;-;-;-
15087045;Benndorf;461;152;72;140;12;15;27;31;6;3;3
15087050;Bennungen;-;-;-;-;-;-;-;-;-;-;-
15087055;Berga;631;192;112;140;60;25;38;32;9;16;7
15087060;Beyernaumburg;-;-;-;-;-;-;-;-;-;-;-
15087065;Bischofrode;-;-;-;-;-;-;-;-;-;-;-
15087070;Blankenheim;463;147;107;74;37;18;19;35;23;3;-
15087075;Bornstedt;349;148;66;71;15;9;22;18;-;-;-
15087080;Bräunrode;-;-;-;-;-;-;-;-;-;-;-
15087085;Braunschwende;-;-;-;-;-;-;-;-;-;-;-
15087090;Breitenstein;-;-;-;-;-;-;-;-;-;-;-
15087095;Breitungen;-;-;-;-;-;-;-;-;-;-;-
15087100;Brücken (Helme);-;-;-;-;-;-;-;-;-;-;-
15087101;Brücken-Hackpfüffel;421;125;94;80;47;25;15;20;12;3;-
15087105;Burgsdorf;-;-;-;-;-;-;-;-;-;-;-
15087110;Dederstedt;-;-;-;-;-;-;-;-;-;-;-
15087115;Dietersdorf b. Roßla;-;-;-;-;-;-;-;-;-;-;-
15087120;Drebsdorf;-;-;-;-;-;-;-;-;-;-;-
15087125;Edersleben;393;122;75;51;15;13;49;62;6;-;-
15087130;Eisleben, Lutherstadt;6128;2255;1341;1305;393;122;177;307;143;49;36
15087135;Emseloh;-;-;-;-;-;-;-;-;-;-;-
15087140;Erdeborn;-;-;-;-;-;-;-;-;-;-;-
15087145;Freist;-;-;-;-;-;-;-;-;-;-;-
15087150;Friedeburg (Saale);-;-;-;-;-;-;-;-;-;-;-
15087155;Friedeburgerhütte;-;-;-;-;-;-;-;-;-;-;-
15087160;Friesdorf;-;-;-;-;-;-;-;-;-;-;-
15087165;Gerbstedt, Stadt;3075;1457;545;637;138;50;60;112;29;41;6
15087170;Greifenhagen;-;-;-;-;-;-;-;-;-;-;-
15087175;Hackpfüffel;-;-;-;-;-;-;-;-;-;-;-
15087180;Hainrode;-;-;-;-;-;-;-;-;-;-;-
15087185;Harkerode;-;-;-;-;-;-;-;-;-;-;-
15087190;Hayn (Harz);-;-;-;-;-;-;-;-;-;-;-
15087195;Hedersleben b. Lutherstadt Eisleben;-;-;-;-;-;-;-;-;-;-;-
15087200;Heiligenthal;-;-;-;-;-;-;-;-;-;-;-
15087205;Helbra;1358;562;263;287;84;35;29;52;25;12;9
15087210;Hergisdorf;687;326;165;66;37;16;24;25;22;3;3
15087215;Hermerode;-;-;-;-;-;-;-;-;-;-;-
15087220;Hettstedt, Stadt;3887;1214;802;947;228;109;115;272;132;53;15
15087225;Holdenstedt;-;-;-;-;-;-;-;-;-;-;-
15087230;Hornburg b. Lutherstadt Eisleben;-;-;-;-;-;-;-;-;-;-;-
15087235;Hübitz;-;-;-;-;-;-;-;-;-;-;-
15087240;Ihlewitz;-;-;-;-;-;-;-;-;-;-;-
15087245;Katharinenrieth;-;-;-;-;-;-;-;-;-;-;-
15087250;Kelbra (Kyffhäuser), Stadt;1357;409;251;340;134;40;60;70;34;12;7
15087255;Kleinleinungen;-;-;-;-;-;-;-;-;-;-;-
15087260;Klostermansfeld;942;348;280;100;66;37;30;36;29;9;7
15087265;Liedersdorf;-;-;-;-;-;-;-;-;-;-;-
15087270;Lüttchendorf;-;-;-;-;-;-;-;-;-;-;-
15087275;Mansfeld, Stadt;3707;1317;808;761;323;140;116;149;40;46;7
15087280;Martinsrieth;-;-;-;-;-;-;-;-;-;-;-
15087285;Mittelhausen;-;-;-;-;-;-;-;-;-;-;-
15087290;Molmerswende;-;-;-;-;-;-;-;-;-;-;-
15087295;Neehausen;-;-;-;-;-;-;-;-;-;-;-
15087300;Niederröblingen (Helme);-;-;-;-;-;-;-;-;-;-;-
15087305;Nienstedt;-;-;-;-;-;-;-;-;-;-;-
15087310;Osterhausen;-;-;-;-;-;-;-;-;-;-;-
15087315;Pölsfeld;-;-;-;-;-;-;-;-;-;-;-
15087320;Quenstedt;-;-;-;-;-;-;-;-;-;-;-
15087325;Questenberg;-;-;-;-;-;-;-;-;-;-;-
15087330;Riethnordhausen b. Sangerhausen;-;-;-;-;-;-;-;-;-;-;-
15087335;Ritterode;-;-;-;-;-;-;-;-;-;-;-
15087340;Ritzgerode;-;-;-;-;-;-;-;-;-;-;-
15087345;Röblingen am See;-;-;-;-;-;-;-;-;-;-;-
15087350;Roßla;-;-;-;-;-;-;-;-;-;-;-
15087355;Rottelsdorf;-;-;-;-;-;-;-;-;-;-;-
15087360;Rottleberode;-;-;-;-;-;-;-;-;-;-;-
15087365;Sandersleben (Anhalt);-;-;-;-;-;-;-;-;-;-;-
15087370;Sangerhausen, Stadt;6469;1597;1072;1751;493;253;322;562;219;158;42
15087375;Schmalzerode;-;-;-;-;-;-;-;-;-;-;-
15087380;Schwenda;-;-;-;-;-;-;-;-;-;-;-
15087385;Seeburg b. Lutherstadt Eisleben;-;-;-;-;-;-;-;-;-;-;-
15087386;Seegebiet Mansfelder Land;3276;1151;866;623;106;58;102;240;92;28;10
15087390;Siersleben;-;-;-;-;-;-;-;-;-;-;-
15087395;Sotterhausen;-;-;-;-;-;-;-;-;-;-;-
15087400;Stangerode;-;-;-;-;-;-;-;-;-;-;-
15087405;Stedten;-;-;-;-;-;-;-;-;-;-;-
15087410;Stolberg (Harz);-;-;-;-;-;-;-;-;-;-;-
15087412;Südharz;3660;1259;527;859;371;175;177;160;82;30;20
15087415;Sylda;-;-;-;-;-;-;-;-;-;-;-
15087420;Tilleda (Kyffhäuser);-;-;-;-;-;-;-;-;-;-;-
15087425;Uftrungen;-;-;-;-;-;-;-;-;-;-;-
15087430;Ulzigerode;-;-;-;-;-;-;-;-;-;-;-
15087435;Walbeck b. Hettstedt, Sachs-Anh;-;-;-;-;-;-;-;-;-;-;-
15087440;Wallhausen;899;262;166;198;64;36;58;85;20;3;7
15087445;Wansleben am See;-;-;-;-;-;-;-;-;-;-;-
15087450;Welbsleben;-;-;-;-;-;-;-;-;-;-;-
15087455;Welfesholz;-;-;-;-;-;-;-;-;-;-;-
15087460;Wickerode;-;-;-;-;-;-;-;-;-;-;-
15087465;Wiederstedt;-;-;-;-;-;-;-;-;-;-;-
15087470;Wimmelburg;498;199;137;78;0;3;9;47;21;4;-
15087475;Winkel;-;-;-;-;-;-;-;-;-;-;-
15087485;Wolferstedt;-;-;-;-;-;-;-;-;-;-;-
15087490;Zabenstedt;-;-;-;-;-;-;-;-;-;-;-
15088005;Albersroda;-;-;-;-;-;-;-;-;-;-;-
15088010;Alberstedt;-;-;-;-;-;-;-;-;-;-;-
15088015;Angersdorf;-;-;-;-;-;-;-;-;-;-;-
15088020;Bad Dürrenberg, Stadt;2929;577;1086;549;90;67;122;276;97;43;22
15088025;Bad Lauchstädt, Goethestadt;2853;798;658;532;155;53;122;332;120;66;17
15088030;Barnstädt;373;132;44;103;22;24;23;9;10;3;3
15088035;Beesenstedt;-;-;-;-;-;-;-;-;-;-;-
15088040;Bennstedt;-;-;-;-;-;-;-;-;-;-;-
15088045;Beuna (Geiseltal);-;-;-;-;-;-;-;-;-;-;-
15088050;Brachstedt;-;-;-;-;-;-;-;-;-;-;-
15088055;Brachwitz b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088060;Braschwitz;-;-;-;-;-;-;-;-;-;-;-
15088065;Braunsbedra, Stadt;2803;400;868;841;128;68;64;226;116;62;30
15088075;Döblitz;-;-;-;-;-;-;-;-;-;-;-
15088080;Domnitz;-;-;-;-;-;-;-;-;-;-;-
15088085;Dornstedt;-;-;-;-;-;-;-;-;-;-;-
15088095;Esperstedt b. Querfurt;-;-;-;-;-;-;-;-;-;-;-
15088100;Farnstädt;607;185;101;164;50;18;28;33;9;16;3
15088105;Fienstedt;-;-;-;-;-;-;-;-;-;-;-
15088110;Friedensdorf;-;-;-;-;-;-;-;-;-;-;-
15088115;Geusa;-;-;-;-;-;-;-;-;-;-;-
15088120;Gimritz;-;-;-;-;-;-;-;-;-;-;-
15088125;Götschetal;-;-;-;-;-;-;-;-;-;-;-
15088130;Günthersdorf b. Merseburg;-;-;-;-;-;-;-;-;-;-;-
15088135;Hohenthurm;-;-;-;-;-;-;-;-;-;-;-
15088140;Höhnstedt;-;-;-;-;-;-;-;-;-;-;-
15088145;Horburg-Maßlau;-;-;-;-;-;-;-;-;-;-;-
15088150;Kabelsketal;2408;536;375;237;69;50;500;390;142;76;33
15088160;Kloschwitz;-;-;-;-;-;-;-;-;-;-;-
15088165;Kötschlitz;-;-;-;-;-;-;-;-;-;-;-
15088170;Kötzschau;-;-;-;-;-;-;-;-;-;-;-
15088175;Kreypau;-;-;-;-;-;-;-;-;-;-;-
15088180;Krosigk;-;-;-;-;-;-;-;-;-;-;-
15088190;Kütten;-;-;-;-;-;-;-;-;-;-;-
15088195;Landsberg, Stadt;4920;1209;696;747;252;101;440;983;292;159;41
15088200;Langenbogen;-;-;-;-;-;-;-;-;-;-;-
15088205;Leuna, Stadt;4198;813;1703;596;131;61;329;357;119;64;25
15088210;Lieskau b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088215;Löbejün;-;-;-;-;-;-;-;-;-;-;-
15088216;Wettin-Löbejün, Stadt;3666;1391;526;679;288;101;198;292;112;73;6
15088220;Merseburg, Stadt;6509;758;2337;1590;171;56;235;909;217;176;60
15088225;Milzau;-;-;-;-;-;-;-;-;-;-;-
15088230;Morl;-;-;-;-;-;-;-;-;-;-;-
15088235;Mücheln (Geiseltal), Stadt;2820;732;909;749;127;63;71;82;56;25;6
15088240;Nauendorf b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088245;Nempitz;-;-;-;-;-;-;-;-;-;-;-
15088250;Nemsdorf-Göhrendorf;329;122;64;58;20;18;22;3;9;13;-
15088255;Neutz-Lettewitz;-;-;-;-;-;-;-;-;-;-;-
15088260;Niemberg;-;-;-;-;-;-;-;-;-;-;-
15088265;Obhausen;857;280;191;229;52;29;23;33;9;11;-
15088275;Oechlitz;-;-;-;-;-;-;-;-;-;-;-
15088280;Oppin;-;-;-;-;-;-;-;-;-;-;-
15088285;Ostrau b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088290;Peißen b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088295;Petersberg;3465;902;460;685;241;98;204;590;181;76;28
15088300;Plötz b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-
15088305;Querfurt, Stadt;3363;1097;455;894;339;94;161;206;59;45;13
15088310;Rodden;-;-;-;-;-;-;-;-;-;-;-
15088315;Rothenburg;-;-;-;-;-;-;-;-;-;-;-
15088319;Salzatal;4059;984;556;641;217;129;312;915;200;84;21
15088320;Salzmünde;-;-;-;-;-;-;-;-;-;-;-
15088330;Schkopau;3393;831;742;431;87;65;342;595;171;98;31
15088335;Schochwitz;-;-;-;-;-;-;-;-;-;-;-
15088340;Schraplau, Stadt;445;118;124;118;27;15;14;13;10;3;3
15088345;Schwerz;-;-;-;-;-;-;-;-;-;-;-
15088350;Spergau;-;-;-;-;-;-;-;-;-;-;-
15088355;Steigra;457;175;54;122;44;13;37;12;-;-;-
15088360;Steuden;-;-;-;-;-;-;-;-;-;-;-
15088365;Teutschenthal;4452;885;766;687;239;90;381;1041;224;98;41
15088370;Tollwitz;-;-;-;-;-;-;-;-;-;-;-
15088375;Wallendorf (Luppe);-;-;-;-;-;-;-;-;-;-;-
15088380;Wettin;-;-;-;-;-;-;-;-;-;-;-
15088385;Zappendorf;-;-;-;-;-;-;-;-;-;-;-
15088390;Zöschen;-;-;-;-;-;-;-;-;-;-;-
15088395;Zweimen;-;-;-;-;-;-;-;-;-;-;-
15089005;Alsleben (Saale), Stadt;949;429;166;166;61;18;53;41;12;3;-
15089010;Amesdorf;-;-;-;-;-;-;-;-;-;-;-
15089015;Aschersleben, Stadt;6381;2068;1329;1257;381;151;401;463;200;88;43
15089020;Baalberge;-;-;-;-;-;-;-;-;-;-;-
15089025;Barby (Elbe);-;-;-;-;-;-;-;-;-;-;-
15089026;Barby, Stadt;3307;1414;715;434;207;115;138;173;68;33;10
15089030;Bernburg (Saale), Stadt;8496;2877;2368;1201;441;230;327;578;304;126;44
15089035;Biendorf b. Bernburg;-;-;-;-;-;-;-;-;-;-;-
15089041;Bördeaue;697;324;161;71;53;9;21;45;7;6;-
15089042;Bördeland;2721;894;634;280;131;87;243;234;120;70;28
15089043;Börde-Hakel;1104;434;251;140;49;27;75;66;31;22;9
15089045;Borne;505;232;60;56;40;31;36;22;12;7;9
15089050;Breitenhagen;-;-;-;-;-;-;-;-;-;-;-
15089055;Calbe (Saale), Stadt;2419;846;510;504;165;47;85;151;77;24;10
15089060;Cörmigk;-;-;-;-;-;-;-;-;-;-;-
15089070;Edlau;-;-;-;-;-;-;-;-;-;-;-
15089075;Egeln, Stadt;1095;412;244;163;63;16;124;34;18;12;9
15089090;Etgersleben;-;-;-;-;-;-;-;-;-;-;-
15089095;Förderstedt;-;-;-;-;-;-;-;-;-;-;-
15089105;Friedrichsaue;-;-;-;-;-;-;-;-;-;-;-
15089110;Frose;-;-;-;-;-;-;-;-;-;-;-
15089115;Gatersleben;-;-;-;-;-;-;-;-;-;-;-
15089120;Gerbitz;-;-;-;-;-;-;-;-;-;-;-
15089125;Gerlebogk;-;-;-;-;-;-;-;-;-;-;-
15089130;Giersleben;404;176;92;73;17;13;24;6;-;3;-
15089135;Glinde b. Schönebeck, Elbe;-;-;-;-;-;-;-;-;-;-;-
15089140;Gnadau;-;-;-;-;-;-;-;-;-;-;-
15089145;Gröna;-;-;-;-;-;-;-;-;-;-;-
15089150;Groß Rosenburg;-;-;-;-;-;-;-;-;-;-;-
15089155;Groß Schierstedt;-;-;-;-;-;-;-;-;-;-;-
15089165;Güsten, Stadt;1564;606;462;203;60;35;55;76;47;17;3
15089170;Hakeborn;-;-;-;-;-;-;-;-;-;-;-
15089175;Hecklingen, Stadt;2484;1031;546;324;124;40;108;206;57;38;10
15089180;Hoym;-;-;-;-;-;-;-;-;-;-;-
15089185;Ilberstedt;444;195;88;96;18;9;16;13;3;3;3
15089195;Könnern, Stadt;3398;1487;711;616;124;56;144;145;51;55;9
15089200;Latdorf;-;-;-;-;-;-;-;-;-;-;-
15089205;Lödderitz;-;-;-;-;-;-;-;-;-;-;-
15089215;Nachterstedt;-;-;-;-;-;-;-;-;-;-;-
15089220;Neu Königsaue;-;-;-;-;-;-;-;-;-;-;-
15089225;Neugattersleben;-;-;-;-;-;-;-;-;-;-;-
15089230;Neundorf (Anhalt);-;-;-;-;-;-;-;-;-;-;-
15089235;Nienburg (Saale), Stadt;2449;989;704;383;86;31;65;91;50;36;14
15089240;Peißen b. Bernburg;-;-;-;-;-;-;-;-;-;-;-
15089245;Plötzkau;511;165;119;110;43;12;34;9;12;-;7
15089250;Plötzky;-;-;-;-;-;-;-;-;-;-;-
15089255;Pobzig;-;-;-;-;-;-;-;-;-;-;-
15089260;Poley;-;-;-;-;-;-;-;-;-;-;-
15089265;Pömmelte;-;-;-;-;-;-;-;-;-;-;-
15089270;Pretzien;-;-;-;-;-;-;-;-;-;-;-
15089275;Preußlitz;-;-;-;-;-;-;-;-;-;-;-
15089280;Ranies;-;-;-;-;-;-;-;-;-;-;-
15089285;Sachsendorf b. Schönebeck, Elbe;-;-;-;-;-;-;-;-;-;-;-
15089290;Schackenthal;-;-;-;-;-;-;-;-;-;-;-
15089295;Schackstedt;-;-;-;-;-;-;-;-;-;-;-
15089300;Schadeleben;-;-;-;-;-;-;-;-;-;-;-
15089305;Schönebeck (Elbe), Stadt;7190;1921;1835;1187;449;146;358;745;300;177;72
15089307;Seeland, Stadt;2918;998;938;492;112;89;76;101;70;32;10
15089310;Staßfurt, Stadt;7302;2503;1977;1175;319;159;431;458;190;68;22
15089315;Tarthun;-;-;-;-;-;-;-;-;-;-;-
15089320;Tornitz;-;-;-;-;-;-;-;-;-;-;-
15089325;Unseburg;-;-;-;-;-;-;-;-;-;-;-
15089330;Wedlitz;-;-;-;-;-;-;-;-;-;-;-
15089340;Wespen;-;-;-;-;-;-;-;-;-;-;-
15089345;Westdorf;-;-;-;-;-;-;-;-;-;-;-
15089350;Westeregeln;-;-;-;-;-;-;-;-;-;-;-
15089355;Wiendorf b. Könnern;-;-;-;-;-;-;-;-;-;-;-
15089360;Wohlsdorf;-;-;-;-;-;-;-;-;-;-;-
15089365;Wolmirsleben;542;215;122;48;23;10;57;40;6;18;3
15089375;Zuchau;-;-;-;-;-;-;-;-;-;-;-
15090003;Aland;606;231;117;117;29;34;21;27;18;9;3
15090005;Altenzaun;-;-;-;-;-;-;-;-;-;-;-
15090007;Altmärkische Höhe;781;319;158;138;59;21;33;24;20;9;-
15090008;Altmärkische Wische;395;88;93;129;33;18;9;21;-;4;-
15090010;Arneburg, Stadt;606;279;99;84;25;9;51;37;19;3;-
15090015;Aulosen;-;-;-;-;-;-;-;-;-;-;-
15090020;Baben;-;-;-;-;-;-;-;-;-;-;-
15090025;Badingen b. Stendal;-;-;-;-;-;-;-;-;-;-;-
15090030;Ballerstedt;-;-;-;-;-;-;-;-;-;-;-
15090035;Beelitz b. Stendal;-;-;-;-;-;-;-;-;-;-;-
15090040;Behrendorf, Altmark;-;-;-;-;-;-;-;-;-;-;-
15090045;Bellingen b. Stendal;-;-;-;-;-;-;-;-;-;-;-
15090050;Berkau;-;-;-;-;-;-;-;-;-;-;-
15090055;Bertkow;-;-;-;-;-;-;-;-;-;-;-
15090060;Beuster;-;-;-;-;-;-;-;-;-;-;-
15090065;Birkholz b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-
15090070;Bismark (Altmark), Stadt;3241;1260;654;433;191;114;198;211;110;57;13
15090075;Bittkau;-;-;-;-;-;-;-;-;-;-;-
15090080;Bölsdorf;-;-;-;-;-;-;-;-;-;-;-
15090085;Boock, Altmark;-;-;-;-;-;-;-;-;-;-;-
15090090;Bretsch;-;-;-;-;-;-;-;-;-;-;-
15090095;Buch b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-
15090100;Buchholz b. Gräfenhainichen;-;-;-;-;-;-;-;-;-;-;-
15090105;Büste;-;-;-;-;-;-;-;-;-;-;-
15090110;Cobbel;-;-;-;-;-;-;-;-;-;-;-
15090115;Dahlen b. Schönhausen, Elbe;-;-;-;-;-;-;-;-;-;-;-
15090120;Demker;-;-;-;-;-;-;-;-;-;-;-
15090125;Dobberkau;-;-;-;-;-;-;-;-;-;-;-
15090130;Düsedau;-;-;-;-;-;-;-;-;-;-;-
15090135;Eichstedt (Altmark);316;151;70;31;9;8;13;28;3;3;-
15090140;Erxleben b. Osterburg;-;-;-;-;-;-;-;-;-;-;-
15090145;Falkenberg, Altmark;-;-;-;-;-;-;-;-;-;-;-
15090150;Fischbeck (Elbe);-;-;-;-;-;-;-;-;-;-;-
15090155;Flessau;-;-;-;-;-;-;-;-;-;-;-
15090160;Gagel;-;-;-;-;-;-;-;-;-;-;-
15090165;Garlipp;-;-;-;-;-;-;-;-;-;-;-
15090170;Geestgottberg;-;-;-;-;-;-;-;-;-;-;-
15090175;Gladigau;-;-;-;-;-;-;-;-;-;-;-
15090180;Goldbeck;517;170;136;75;16;22;39;44;6;9;-
15090185;Gollensdorf;-;-;-;-;-;-;-;-;-;-;-
15090190;Grassau b. Stendal;-;-;-;-;-;-;-;-;-;-;-
15090195;Grieben b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-
15090200;Grobleben;-;-;-;-;-;-;-;-;-;-;-
15090205;Groß Garz;-;-;-;-;-;-;-;-;-;-;-
15090210;Groß Schwechten;-;-;-;-;-;-;-;-;-;-;-
15090215;Hämerten;-;-;-;-;-;-;-;-;-;-;-
15090220;Hassel;340;64;33;13;18;12;107;75;6;12;-
15090225;Havelberg, Hansestadt;1952;707;265;365;153;96;128;145;59;22;12
15090230;Heeren;-;-;-;-;-;-;-;-;-;-;-
15090235;Heiligenfelde;-;-;-;-;-;-;-;-;-;-;-
15090245;Hohenberg-Krusemark;545;164;108;111;25;10;43;65;19;-;-
15090250;Hohengöhren;-;-;-;-;-;-;-;-;-;-;-
15090255;Hohenwulsch;-;-;-;-;-;-;-;-;-;-;-
15090260;Holzhausen b. Kolbe, Milde;-;-;-;-;-;-;-;-;-;-;-
15090265;Hüselitz;-;-;-;-;-;-;-;-;-;-;-
15090270;Iden;318;92;64;75;38;3;28;15;-;3;-
15090275;Insel;-;-;-;-;-;-;-;-;-;-;-
15090280;Jerchel b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-
15090285;Kamern;525;216;73;73;51;15;33;36;4;15;9
15090290;Käthen;-;-;-;-;-;-;-;-;-;-;-
15090295;Kehnert;-;-;-;-;-;-;-;-;-;-;-
15090300;Kläden b. Stendal;-;-;-;-;-;-;-;-;-;-;-
15090305;Klein Schwechten;-;-;-;-;-;-;-;-;-;-;-
15090310;Klietz;648;186;252;106;27;33;7;22;6;6;3
15090315;Königsmark;-;-;-;-;-;-;-;-;-;-;-
15090320;Könnigde;-;-;-;-;-;-;-;-;-;-;-
15090325;Kossebau;-;-;-;-;-;-;-;-;-;-;-
15090330;Kremkau;-;-;-;-;-;-;-;-;-;-;-
15090335;Krevese;-;-;-;-;-;-;-;-;-;-;-
15090340;Krüden;-;-;-;-;-;-;-;-;-;-;-
15090345;Langensalzwedel;-;-;-;-;-;-;-;-;-;-;-
15090350;Lichterfelde;-;-;-;-;-;-;-;-;-;-;-
15090355;Lindtorf;-;-;-;-;-;-;-;-;-;-;-
15090360;Losenrade;-;-;-;-;-;-;-;-;-;-;-
15090365;Losse;-;-;-;-;-;-;-;-;-;-;-
15090370;Lückstedt;-;-;-;-;-;-;-;-;-;-;-
15090375;Lüderitz;-;-;-;-;-;-;-;-;-;-;-
15090380;Meseberg, Altmark;-;-;-;-;-;-;-;-;-;-;-
15090385;Meßdorf;-;-;-;-;-;-;-;-;-;-;-
15090390;Miltern;-;-;-;-;-;-;-;-;-;-;-
15090395;Möringen;-;-;-;-;-;-;-;-;-;-;-
15090400;Nahrstedt;-;-;-;-;-;-;-;-;-;-;-
15090405;Neuermark-Lübars;-;-;-;-;-;-;-;-;-;-;-
15090410;Neukirchen (Altmark);-;-;-;-;-;-;-;-;-;-;-
15090415;Osterburg (Altmark), Hansestadt;3276;1077;630;666;230;65;173;276;94;51;14
