GENESIS-Tabelle: 12613-01-01-5-B
Sterbefälle: Gestorbene nach Geschlecht - Jahressumme -;;;;;
regionale Ebenen;;;;;
Statistik der Sterbefälle;;;;;
Gestorbene (Anzahl);;;;;
;;;Geschlecht;Geschlecht;Geschlecht
;;;Insgesamt;männlich;weiblich
2009;09779188;Munningen;14;6;8
2009;09779192;Niederschönenfeld;9;5;4
2009;09779194;Nördlingen, GKSt;212;92;120
2009;09779196;Oberndorf a.Lech;15;10;5
2009;09779197;Oettingen i.Bay., St;62;22;40
2009;09779198;Otting;5;2;3
2009;09779201;Rain, St;114;49;65
2009;09779203;Reimlingen;11;10;1
2009;09779206;Rögling;5;4;1
2009;09779217;Tagmersheim;13;4;9
2009;09779218;Tapfheim;34;17;17
2009;09779224;Wallerstein, M;50;22;28
2009;09779226;Wechingen;15;11;4
2009;09779228;Wemding, St;66;27;39
2009;09779231;Wolferstadt;6;3;3
2009;09779444;Gem.fr. Geb. Donau-Ries;0;0;0
2009;09780112;Altusried, M;96;44;52
2009;09780113;Balderschwang;2;0;2
2009;09780114;Betzigau;11;6;5
2009;09780115;Blaichach;46;26;20
2009;09780116;Bolsterlang;11;6;5
2009;09780117;Buchenberg, M;29;18;11
2009;09780118;Burgberg i.Allgäu;26;13;13
2009;09780119;Dietmannsried, M;67;36;31
2009;09780120;Durach;60;27;33
2009;09780121;Fischen i.Allgäu;25;10;15
2009;09780122;Haldenwang;24;12;12
2009;09780123;Bad Hindelang, M;53;20;33
2009;09780124;Immenstadt i.Allgäu, St;179;87;92
2009;09780125;Lauben;20;9;11
2009;09780127;Missen-Wilhams;11;7;4
2009;09780128;Oy-Mittelberg;54;19;35
2009;09780131;Obermaiselstein;5;3;2
2009;09780132;Oberstaufen, M;78;26;52
2009;09780133;Oberstdorf, M;128;50;78
2009;09780134;Ofterschwang;6;5;1
2009;09780137;Rettenberg;27;15;12
2009;09780139;Sonthofen, St;266;108;158
2009;09780140;Sulzberg, M;32;23;9
2009;09780143;Waltenhofen;81;39;42
2009;09780144;Weitnau, M;48;20;28
2009;09780145;Wertach, M;21;12;9
2009;09780146;Wiggensbach, M;41;18;23
2009;09780147;Wildpoldsried;16;9;7
2009;09780444;Gem.fr. Geb. Oberallgäu;0;0;0
2009;10041100;Saarbrücken, Landeshauptstadt;2112;1000;1112
2009;10041511;Friedrichsthal, Saar;177;70;107
2009;10041512;Grossrosseln;101;51;50
2009;10041513;Heusweiler;226;112;114
2009;10041514;Kleinblittersdorf;173;82;91
2009;10041515;Püttlingen;236;112;124
2009;10041516;Quierschied;200;106;94
2009;10041517;Riegelsberg;163;87;76
2009;10041518;Sulzbach, Saar;232;99;133
2009;10041519;Völklingen;511;248;263
2009;10042111;Beckingen;208;107;101
2009;10042112;Losheim am See;197;104;93
2009;10042113;Merzig;345;158;187
2009;10042114;Mettlach;142;76;66
2009;10042115;Perl;113;54;59
2009;10042116;Wadern;187;92;95
2009;10042117;Weiskirchen;77;31;46
2009;10043111;Eppelborn;216;101;115
2009;10043112;Illingen, Saar;203;101;102
2009;10043113;Merchweiler;139;63;76
2009;10043114;Neunkirchen, Saar;616;294;322
2009;10043115;Ottweiler;206;105;101
2009;10043116;Schiffweiler;214;91;123
2009;10043117;Spiesen-Elversberg;198;97;101
2009;10044111;Dillingen, Saar;287;134;153
2009;10044112;Lebach;211;104;107
2009;10044113;Nalbach;126;50;76
2009;10044114;Rehlingen-Siersburg;188;81;107
2009;10044115;Saarlouis;402;200;202
2009;10044116;Saarwellingen;161;79;82
2009;10044117;Schmelz;250;108;142
2009;10044118;Schwalbach, Saar;180;90;90
2009;10044119;Überherrn;149;77;72
2009;10044120;Wadgassen;204;92;112
2009;10044121;Wallerfangen;105;47;58
2009;10044122;Bous;93;38;55
2009;10044123;Ensdorf, Saar;73;34;39
2009;10045111;Bexbach;254;112;142
2009;10045112;Blieskastel;269;136;133
2009;10045113;Gersheim;59;29;30
2009;10045114;Homburg;556;270;286
2009;10045115;Kirkel;92;38;54
2009;10045116;Mandelbachtal;120;66;54
2009;10045117;St.Ingbert;485;241;244
2009;10046111;Freisen;90;40;50
2009;10046112;Marpingen;107;47;60
2009;10046113;Namborn;71;34;37
2009;10046114;Nohfelden;152;67;85
2009;10046115;Nonnweiler;119;67;52
2009;10046116;Oberthal;80;41;39
2009;10046117;St. Wendel;363;167;196
2009;10046118;Tholey;150;71;79
2009;11000000;Berlin, Stadt;31713;14585;17128
2009;11001;Berlin-Mitte;2630;1312;1318
2009;11002;Berlin-Friedrichshain-Kreuzberg;1670;825;845
2009;11003;Berlin-Pankow;2881;1317;1564
2009;11004;Berlin-Charlottenburg-Wilmersdorf;3207;1392;1815
2009;11005;Berlin-Spandau;2557;1157;1400
2009;11006;Berlin-Steglitz-Zehlendorf;3325;1369;1956
2009;11007;Berlin-Tempelhof-Schöneberg;3115;1396;1719
2009;11008;Berlin-Neukölln;2839;1333;1506
2009;11009;Berlin-Treptow-Köpenick;2439;1153;1286
2009;11010;Berlin-Marzahn-Hellersdorf;2004;978;1026
2009;11011;Berlin-Lichtenberg;2367;1147;1220
2009;11012;Berlin-Reinickendorf;2679;1206;1473
2009;12051000;Brandenburg an der Havel, krsfr. Stadt;906;418;488
2009;12052000;Cottbus, krsfr. Stadt;1078;503;575
2009;12053000;Frankfurt (Oder), krsfr. Stadt;712;337;375
2009;12054000;Potsdam, krsfr. Stadt;1341;628;713
2009;12060005;Ahrensfelde;60;27;33
2009;12060012;Althüttendorf;5;3;2
2009;12060020;Bernau bei Berlin;394;184;210
2009;12060024;Biesenthal;83;45;38
2009;12060034;Breydin;7;3;4
2009;12060036;Britz;19;10;9
2009;12060045;Chorin;19;14;5
2009;12060052;Eberswalde;490;253;237
2009;12060068;Friedrichswalde;9;5;4
2009;12060092;Hohenfinow;5;3;2
2009;12060096;Hohensaaten;-;-;-
2009;12060100;Joachimsthal;54;23;31
2009;12060128;Liepe, b Eberswalde;6;4;2
2009;12060149;Lunow-Stolzenhagen;12;10;2
2009;12060154;Marienwerder;16;9;7
2009;12060161;Melchow;7;5;2
2009;12060172;Niederfinow;8;3;5
2009;12060176;Oderberg;39;20;19
2009;12060181;Panketal;147;62;85
2009;12060185;Parsteinsee;5;2;3
2009;12060192;Rüdnitz;18;12;6
2009;12060198;Schorfheide;110;51;59
2009;12060250;Sydower Fließ;9;6;3
2009;12060269;Wandlitz;165;82;83
2009;12060280;Werneuchen;74;45;29
2009;12060296;Ziethen;8;4;4
2009;12061005;Alt Zauche-Wußwerk;3;2;1
2009;12061017;Bersteland;11;7;4
2009;12061020;Bestensee;73;41;32
2009;12061061;Byhleguhre-Byhlen;8;6;2
2009;12061097;Drahnsdorf;4;1;3
2009;12061112;Eichwalde;47;26;21
2009;12061164;Golßen;26;13;13
2009;12061192;Groß Köris;29;7;22
2009;12061216;Halbe;16;9;7
2009;12061217;Heidesee;60;32;28
2009;12061219;Heideblick;47;32;15
2009;12061224;Jamlitz;8;4;4
2009;12061244;Kasel-Golzig;7;3;4
2009;12061260;Königs Wusterhausen;362;164;198
2009;12061265;Krausnick-Groß Wasserburg;6;6;0
2009;12061308;Lieberose;11;3;8
2009;12061316;Lübben (Spreewald);187;83;104
2009;12061320;Luckau;120;56;64
2009;12061328;Märkisch Buchholz;10;8;2
2009;12061329;Märkische Heide;49;30;19
2009;12061332;Mittenwalde, Mark;65;34;31
2009;12061344;Münchehofe, b Königs Wusterhausen;7;5;2
2009;12061352;Neu Zauche;8;7;1
2009;12061405;Rietzneuendorf-Staakow;7;3;4
2009;12061428;Schlepzig;15;5;10
2009;12061433;Schönefeld;85;42;43
2009;12061435;Schönwald, b Lübben;11;8;3
2009;12061444;Schulzendorf, b Eichwalde;68;36;32
2009;12061448;Schwerin, b Königs Wusterhausen;6;3;3
2009;12061450;Schwielochsee;20;9;11
2009;12061470;Spreewaldheide;5;5;0
2009;12061471;Steinreich;5;2;3
2009;12061476;Straupitz;10;7;3
2009;12061492;Teupitz;16;9;7
2009;12061510;Unterspreewald;9;3;6
2009;12061540;Wildau;114;56;58
2009;12061572;Zeuthen;124;51;73
2009;12062024;Bad Liebenwerda;139;75;64
2009;12062088;Crinitz;15;10;5
2009;12062092;Doberlug-Kirchhain;128;53;75
2009;12062124;Elsterwerda;140;58;82
2009;12062128;Falkenberg/Elster;104;50;54
2009;12062134;Fichtwald;5;3;2
2009;12062140;Finsterwalde;274;124;150
2009;12062177;Gorden-Staupitz;13;7;6
2009;12062196;Gröden;12;4;8
2009;12062208;Großthiemig;20;9;11
2009;12062219;Heideland, NL;6;1;5
2009;12062224;Herzberg (Elster);158;65;93
2009;12062232;Hirschfeld, b Elsterwerda;13;6;7
2009;12062237;Hohenbucko;9;4;5
2009;12062240;Hohenleipisch;29;18;11
2009;12062282;Kremitzaue;5;4;1
2009;12062289;Lebusa;8;4;4
2009;12062293;Lichterfeld-Schacksdorf;9;4;5
2009;12062333;Massen-Niederlausitz;19;13;6
2009;12062336;Merzdorf;9;4;5
2009;12062341;Mühlberg/Elbe;62;32;30
2009;12062372;Plessa;43;25;18
2009;12062410;Röderland;40;17;23
2009;12062417;Rückersdorf, b Doberlug-Kirchhain;15;11;4
2009;12062425;Sallgast;18;11;7
2009;12062440;Schilda;5;2;3
2009;12062445;Schlieben;35;15;20
2009;12062453;Schönborn, NL;17;8;9
2009;12062461;Schönewalde;42;24;18
2009;12062464;Schraden;5;1;4
2009;12062469;Sonnewalde;26;14;12
2009;12062492;Tröbitz;8;2;6
2009;12062500;Uebigau-Wahrenbrück;85;39;46
2009;12063036;Brieselang;66;36;30
2009;12063056;Dallgow-Döberitz;54;20;34
2009;12063080;Falkensee;344;157;187
2009;12063088;Friesack;48;19;29
2009;12063094;Gollenberg;9;4;5
2009;12063112;Großderschau;7;5;2
2009;12063134;Havelaue;12;6;6
2009;12063142;Wiesenaue;5;2;3
2009;12063148;Ketzin;74;36;38
2009;12063161;Kleßen-Görne;4;0;4
2009;12063165;Kotzen;10;4;6
2009;12063186;Märkisch Luch;16;9;7
2009;12063189;Milower Land;48;24;24
2009;12063202;Mühlenberge;5;1;4
2009;12063208;Nauen;228;106;122
2009;12063212;Nennhausen;17;11;6
2009;12063228;Paulinenaue;13;9;4
2009;12063240;Pessin;6;6;0
2009;12063244;Premnitz;126;61;65
2009;12063252;Rathenow;329;149;180
2009;12063256;Retzow, b Nauen;8;1;7
2009;12063260;Rhinow;14;4;10
2009;12063273;Schönwalde-Glien;76;42;34
2009;12063274;Seeblick;9;5;4
2009;12063293;Stechow-Ferchesar;8;3;5
2009;12063357;Wustermark;60;35;25
2009;12064009;Alt Tucheband;9;7;2
2009;12064029;Altlandsberg;79;43;36
2009;12064044;Bad Freienwalde (Oder);178;82;96
2009;12064053;Beiersdorf-Freudenberg;8;2;6
2009;12064057;Bleyen-Genschmar;5;1;4
2009;12064061;Bliesdorf;11;9;2
2009;12064084;Buckow (Märkische Schweiz);24;13;11
2009;12064125;Falkenberg;26;9;17
2009;12064128;Falkenhagen, b Seelow;9;7;2
2009;12064130;Fichtenhöhe;5;3;2
2009;12064136;Fredersdorf-Vogelsdorf;150;63;87
2009;12064153;Garzau-Garzin;1;0;1
2009;12064172;Golzow;6;3;3
2009;12064190;Gusow-Platkow;13;6;7
2009;12064205;Heckelberg-Brunow;11;7;4
2009;12064222;Höhenland;9;4;5
2009;12064227;Hoppegarten;127;72;55
2009;12064266;Küstriner Vorland;24;15;9
2009;12064268;Lebus;26;12;14
2009;12064274;Letschin;70;27;43
2009;12064288;Lietzen;4;3;1
2009;12064290;Lindendorf;18;12;6
2009;12064303;Märkische Höhe;8;6;2
2009;12064317;Müncheberg;87;45;42
2009;12064336;Neuenhagen bei Berlin;158;76;82
2009;12064340;Neuhardenberg;23;12;11
2009;12064349;Neulewin;9;5;4
2009;12064365;Neutrebbin;14;11;3
2009;12064370;Oberbarnim;13;6;7
2009;12064371;Oderaue;28;18;10
2009;12064380;Petershagen/Eggersdorf;101;51;50
2009;12064388;Podelzig;10;4;6
2009;12064393;Prötzel;12;10;2
2009;12064408;Rehfelde;27;17;10
2009;12064417;Reichenow-Möglin;7;4;3
2009;12064420;Reitwein;2;2;0
2009;12064428;Rüdersdorf bei Berlin;158;90;68
2009;12064448;Seelow;86;42;44
2009;12064472;Strausberg;283;124;159
2009;12064480;Treplin;2;1;1
2009;12064482;Vierlinden;9;6;3
2009;12064484;Waldsieversdorf;5;1;4
2009;12064512;Wriezen;74;43;31
2009;12064538;Zechin;9;4;5
2009;12064539;Zeschdorf;13;6;7
2009;12065036;Birkenwerder;48;30;18
2009;12065084;Fürstenberg/Havel;84;45;39
2009;12065096;Glienicke/Nordbahn;56;28;28
2009;12065100;Gransee;83;47;36
2009;12065117;Großwoltersdorf;7;4;3
2009;12065136;Hennigsdorf;352;168;184
2009;12065144;Hohen Neuendorf;283;105;178
2009;12065165;Kremmen;68;30;38
2009;12065180;Leegebruch;47;25;22
2009;12065193;Liebenwalde;54;31;23
2009;12065198;Löwenberger Land;64;36;28
2009;12065225;Mühlenbecker Land;83;47;36
2009;12065251;Oberkrämer;52;32;20
2009;12065256;Oranienburg;478;208;270
2009;12065276;Schönermark, b Gransee;5;2;3
2009;12065301;Sonnenberg;10;6;4
2009;12065310;Stechlin;8;6;2
2009;12065332;Velten;153;77;76
2009;12065356;Zehdenick;181;89;92
2009;12066008;Altdöbern;37;20;17
2009;12066041;Bronkow;4;2;2
2009;12066052;Calau;94;40;54
2009;12066064;Frauendorf, OL;12;5;7
2009;12066104;Großkmehlen;12;5;7
2009;12066112;Großräschen;143;66;77
2009;12066116;Grünewald;8;3;5
2009;12066120;Guteborn;6;4;2
2009;12066124;Hermsdorf;7;2;5
2009;12066132;Hohenbocka;20;9;11
2009;12066168;Kroppen;8;4;4
2009;12066176;Lauchhammer;256;134;122
2009;12066188;Lindenau;6;2;4
2009;12066196;Lübbenau/Spreewald;197;103;94
2009;12066202;Luckaitztal;8;6;2
2009;12066226;Neu-Seeland;9;5;4
2009;12066228;Neupetershain;20;12;8
2009;12066240;Ortrand;40;20;20
2009;12066272;Ruhland;47;23;24
2009;12066285;Schipkau;80;37;43
2009;12066292;Schwarzbach, b Ruhland;6;3;3
2009;12066296;Schwarzheide;72;33;39
2009;12066304;Senftenberg;390;176;214
2009;12066316;Tettau, b Ruhland;4;2;2
2009;12066320;Vetschau/Spreewald;107;50;57
2009;12067024;Bad Saarow;49;22;27
2009;12067036;Beeskow;95;41;54
2009;12067040;Berkenbrück;4;2;2
2009;12067072;Briesen (Mark);21;10;11
2009;12067076;Brieskow-Finkenheerd;21;11;10
2009;12067112;Diensdorf-Radlow;1;1;0
2009;12067120;Eisenhüttenstadt;392;186;206
2009;12067124;Erkner;162;65;97
2009;12067137;Friedland, Mark;30;15;15
2009;12067144;Fürstenwalde/Spree;324;157;167
2009;12067173;Gosen-Neu Zittau;16;7;9
2009;12067180;Groß Lindow;14;8;6
2009;12067201;Grünheide (Mark);86;32;54
2009;12067205;Grunow-Dammendorf;5;4;1
2009;12067237;Jacobsdorf;34;10;24
2009;12067288;Langewahl;7;3;4
2009;12067292;Lawitz;2;1;1
2009;12067310;Madlitz-Wilmersdorf;7;4;3
2009;12067324;Mixdorf;4;3;1
2009;12067336;Müllrose;68;32;36
2009;12067338;Neißemünde;12;4;8
2009;12067357;Neuzelle;41;26;15
2009;12067397;Ragow-Merz;2;2;0
2009;12067408;Rauen;14;10;4
2009;12067413;Reichenwalde;8;4;4
2009;12067426;Rietz-Neuendorf;41;21;20
2009;12067438;Schlaubetal;16;10;6
2009;12067440;Schöneiche bei Berlin;119;62;57
2009;12067458;Siehdichum;14;6;8
2009;12067469;Spreenhagen;27;14;13
2009;12067473;Steinhöfel, b Fürstenwalde, Spree;50;21;29
2009;12067481;Storkow (Mark);93;41;52
2009;12067493;Tauche;43;28;15
2009;12067508;Vogelsang, a d Oder;5;4;1
2009;12067520;Wendisch Rietz;39;11;28
2009;12067528;Wiesenau;11;7;4
2009;12067544;Woltersdorf, b Erkner;63;34;29
2009;12067552;Ziltendorf;11;6;5
2009;12068052;Breddin;13;8;5
2009;12068072;Dabergotz;5;3;2
2009;12068109;Dreetz, b Neustadt, Dosse;6;4;2
2009;12068117;Fehrbellin;65;37;28
2009;12068181;Heiligengrabe;53;21;32
2009;12068188;Herzberg (Mark);3;2;1
2009;12068264;Kyritz;110;53;57
2009;12068280;Lindow (Mark);39;11;28
2009;12068306;Märkisch Linden;8;5;3
2009;12068320;Neuruppin;385;185;200
2009;12068324;Neustadt (Dosse);45;20;25
2009;12068353;Rheinsberg;101;50;51
2009;12068372;Rüthnick;2;0;2
2009;12068409;Sieversdorf-Hohenofen;10;7;3
2009;12068413;Storbeck-Frankendorf;4;1;3
2009;12068417;Stüdenitz-Schönermark;5;3;2
2009;12068425;Temnitzquell;6;4;2
2009;12068426;Temnitztal;10;6;4
2009;12068437;Vielitzsee;7;4;3
2009;12068452;Walsleben, b Neuruppin;7;2;5
2009;12068468;Wittstock/Dosse;185;85;100
2009;12068477;Wusterhausen/Dosse;75;39;36
2009;12068501;Zernitz-Lohm;4;1;3
2009;12069017;Beelitz, Mark;109;59;50
2009;12069018;Beetzsee;15;9;6
2009;12069019;Beetzseeheide;11;7;4
2009;12069020;Bad Belzig;147;60;87
2009;12069028;Bensdorf;18;11;7
2009;12069052;Borkheide;9;6;3
2009;12069056;Borkwalde;7;7;0
2009;12069076;Brück;35;17;18
2009;12069089;Buckautal;2;1;1
2009;12069216;Golzow, b Brandenburg an der Havel;24;16;8
2009;12069224;Görzke;19;9;10
2009;12069232;Gräben;19;4;15
2009;12069249;Groß Kreutz (Havel);76;38;38
2009;12069270;Havelsee;31;16;15
2009;12069304;Kleinmachnow;104;53;51
2009;12069306;Kloster Lehnin;158;69;89
2009;12069345;Linthe;7;3;4
2009;12069397;Michendorf;122;48;74
2009;12069402;Mühlenfließ;6;3;3
2009;12069448;Niemegk;30;16;14
2009;12069454;Nuthetal;46;24;22
2009;12069460;Päwesin;2;0;2
2009;12069470;Planebruch;12;4;8
2009;12069474;Planetal;4;0;4
2009;12069485;Rabenstein/Fläming;7;6;1
2009;12069537;Rosenau;8;4;4
2009;12069541;Roskow;6;5;1
2009;12069590;Schwielowsee;101;35;66
2009;12069596;Seddiner See;21;14;7
2009;12069604;Stahnsdorf;127;49;78
2009;12069616;Teltow;206;80;126
2009;12069632;Treuenbrietzen;103;50;53
2009;12069648;Wenzlow, b Brandenburg an der Havel;8;5;3
2009;12069656;Werder (Havel);237;103;134
2009;12069665;Wiesenburg/Mark;48;28;20
2009;12069680;Wollin, b Brandenburg an der Havel;8;6;2
2009;12069688;Wusterwitz;30;16;14
2009;12069696;Ziesar;53;23;30
2009;12070008;Bad Wilsnack;60;20;40
2009;12070028;Berge, b Perleberg;10;6;4
2009;12070052;Breese;15;10;5
2009;12070060;Cumlosen;5;4;1
2009;12070096;Gerdshagen;3;2;1
2009;12070125;Groß Pankow (Prignitz);38;24;14
2009;12070145;Gülitz-Reetz;7;4;3
2009;12070149;Gumtow;48;25;23
2009;12070153;Halenbeck-Rohlsdorf;6;2;4
2009;12070173;Karstädt, Prignitz;75;45;30
2009;12070222;Kümmernitztal;2;1;1
2009;12070236;Lanz;7;3;4
2009;12070241;Legde/Quitzöbel;6;4;2
2009;12070244;Lenzen (Elbe);66;24;42
2009;12070246;Lenzerwische;3;3;0
2009;12070266;Marienfließ;14;6;8
2009;12070280;Meyenburg;23;13;10
2009;12070296;Perleberg;157;78;79
2009;12070300;Pirow;7;4;3
2009;12070302;Plattenburg;56;33;23
2009;12070316;Pritzwalk;183;89;94
2009;12070325;Putlitz;38;23;15
2009;12070348;Rühstädt;5;3;2
2009;12070393;Triglitz;5;1;4
2009;12070416;Weisen;11;5;6
2009;12070424;Wittenberge;290;130;160
2009;12071028;Briesen;6;6;0
2009;12071032;Burg (Spreewald);72;36;36
2009;12071041;Dissen-Striesow;9;5;4
2009;12071044;Döbern;59;22;37
2009;12071052;Drachhausen;11;6;5
2009;12071057;Drebkau;65;41;24
2009;12071060;Drehnow;5;4;1
2009;12071074;Felixsee;27;14;13
2009;12071076;Forst (Lausitz);290;127;163
2009;12071153;Groß Schacksdorf-Simmersdorf;8;5;3
2009;12071160;Guben;258;126;132
2009;12071164;Guhrow;5;5;0
2009;12071176;Heinersbrück;7;3;4
2009;12071185;Hornow-Wadelsdorf;10;3;7
2009;12071189;Jämlitz-Klein Düben;6;2;4
2009;12071193;Jänschwalde;17;9;8
2009;12071244;Kolkwitz;94;47;47
2009;12071294;Neiße-Malxetal;19;8;11
2009;12071301;Neuhausen/Spree;40;25;15
2009;12071304;Peitz;55;29;26
2009;12071337;Schenkendöbern;42;24;18
2009;12071341;Schmogrow-Fehrow;6;3;3
2009;12071372;Spremberg;275;149;126
2009;12071384;Tauer;12;5;7
2009;12071386;Teichland;10;7;3
2009;12071392;Tschernitz;20;10;10
2009;12071401;Turnow-Preilack;11;7;4
2009;12071408;Welzow;47;19;28
2009;12071412;Werben;18;6;12
2009;12071414;Wiesengrund;15;7;8
2009;12072002;Am Mellensee;87;48;39
2009;12072014;Baruth/Mark;48;26;22
2009;12072017;Blankenfelde-Mahlow;186;99;87
2009;12072053;Dahme/Mark;131;59;72
2009;12072055;Dahmetal;6;2;4
2009;12072120;Großbeeren;62;29;33
2009;12072157;Ihlow;15;11;4
2009;12072169;Jüterbog;201;88;113
2009;12072232;Luckenwalde;280;142;138
2009;12072240;Ludwigsfelde;236;113;123
2009;12072297;Niedergörsdorf;65;36;29
2009;12072298;Niederer Fläming;29;20;9
2009;12072312;Nuthe-Urstromtal;58;24;34
2009;12072340;Rangsdorf;68;34;34
2009;12072426;Trebbin;101;49;52
2009;12072477;Zossen;169;77;92
2009;12073008;Angermünde;181;85;96
2009;12073032;Berkholz-Meyenburg;7;4;3
2009;12073069;Boitzenburger Land;52;24;28
2009;12073085;Brüssow;28;14;14
2009;12073093;Carmzow-Wallmow;3;1;2
2009;12073097;Casekow;20;7;13
2009;12073157;Flieth-Stegelitz;6;4;2
2009;12073189;Gartz (Oder);26;17;9
2009;12073201;Gerswalde;20;14;6
2009;12073216;Göritz;9;4;5
2009;12073225;Gramzow (Uckermark);24;10;14
2009;12073261;Grünow, b Prenzlau;12;7;5
2009;12073309;Hohenselchow-Groß Pinnow;12;6;6
2009;12073384;Lychen;48;22;26
2009;12073386;Mark Landin;9;3;6
2009;12073393;Mescherin;9;2;7
2009;12073396;Milmersdorf;21;11;10
2009;12073404;Mittenwalde, b Templin;9;5;4
2009;12073429;Nordwestuckermark;56;30;26
2009;12073430;Oberuckersee;26;15;11
2009;12073440;Pinnow, b Angermünde;5;2;3
2009;12073452;Prenzlau;262;124;138
2009;12073458;Randowtal;3;2;1
2009;12073490;Schenkenberg, b Prenzlau;5;3;2
2009;12073505;Schöneberg, b Angermünde;12;6;6
2009;12073520;Schönfeld, b Prenzlau;3;3;0
2009;12073532;Schwedt/Oder;415;207;208
2009;12073565;Tantow;13;9;4
2009;12073569;Temmen-Ringenwalde;4;1;3
2009;12073572;Templin;208;104;104
2009;12073578;Uckerfelde;20;12;8
2009;12073579;Uckerland;42;21;21
2009;12073603;Passow;16;14;2
2009;12073645;Zichow;10;6;4
2009;13001000;Greifswald, krsfr. Stadt;529;259;270
2009;13002000;Neubrandenburg, krsfr. Stadt;621;331;290
2009;13003000;Rostock, krsfr. Stadt;1956;1042;914
2009;13004000;Schwerin, krsfr. Stadt;1113;518;595
2009;13005000;Stralsund, krsfr. Stadt;761;374;387
2009;13006000;Wismar, krsfr. Stadt;545;278;267
2009;13051001;Admannshagen-Bargeshagen;14;9;5
2009;13051002;Alt Bukow;5;3;2
2009;13051004;Bad Doberan, Stadt;168;69;99
2009;13051006;Bartenshagen-Parkentin;8;6;2
2009;13051007;Bastorf;8;2;6
2009;13051008;Benitz;0;0;0
2009;13051009;Bentwisch;13;9;4
2009;13051010;Biendorf;9;5;4
2009;13051011;Blankenhagen;4;2;2
2009;13051013;Börgerende-Rethwisch;10;5;5
2009;13051014;Bröbberow;2;1;1
2009;13051015;Broderstorf;14;11;3
2009;13051016;Cammin;7;6;1
2009;13051017;Damm;-;-;-
2009;13051018;Dummerstorf;-;-;-
2009;13051019;Elmenhorst/Lichtenhagen;30;14;16
2009;13051020;Gelbensande;17;11;6
2009;13051021;Gnewitz;3;2;1
2009;13051022;Graal-Müritz;113;48;65
2009;13051023;Grammow;2;2;0
2009;13051028;Hohenfelde;5;4;1
2009;13051033;Kassow;8;5;3
2009;13051034;Kavelstorf;-;-;-
2009;13051035;Kessin;-;-;-
2009;13051036;Kirch Mulsow;5;1;4
2009;13051037;Klein Kussewitz;2;2;0
2009;13051040;Kritzmow;9;3;6
2009;13051041;Kröpelin, Stadt;49;19;30
2009;13051042;Kühlungsborn, Stadt;80;37;43
2009;13051043;Lambrechtshagen;7;5;2
2009;13051044;Lieblingshof;-;-;-
2009;13051045;Mandelshagen;0;0;0
2009;13051046;Mönchhagen;3;1;2
2009;13051047;Neubukow, Stadt;46;29;17
2009;13051049;Nienhagen;17;7;10
2009;13051050;Nustrow;0;0;0
2009;13051051;Papendorf;11;7;4
2009;13051053;Pölchow;1;1;0
2009;13051054;Poppendorf;7;4;3
2009;13051055;Prisannewitz;-;-;-
2009;13051059;Reddelich;5;3;2
2009;13051062;Rerik, Stadt;45;19;26
2009;13051063;Retschow;5;1;4
2009;13051064;Roggentin;19;11;8
2009;13051066;Rövershagen;36;12;24
2009;13051067;Rukieten;3;2;1
2009;13051068;Sanitz;41;22;19
2009;13051071;Schwaan, Stadt;79;37;42
2009;13051072;Selpin;5;3;2
2009;13051073;Stäbelow;7;6;1
2009;13051074;Steffenshagen;5;1;4
2009;13051075;Steinfeld;2;0;2
2009;13051076;Stubbendorf;1;0;1
2009;13051077;Tessin, Stadt;61;30;31
2009;13051078;Thelkow;3;1;2
2009;13051079;Thulendorf;3;2;1
2009;13051080;Vorbeck;1;0;1
2009;13051082;Wiendorf;3;3;0
2009;13051083;Wittenbeck;7;3;4
2009;13051084;Zarnewanz;2;1;1
2009;13051085;Ziesendorf;12;7;5
2009;13051086;Satow;46;31;15
2009;13051087;Am Salzhaff;3;2;1
2009;13051088;Carinerland;5;2;3
2009;13051089;Dummerstorf;47;25;22
2009;13052001;Alt Tellin;3;2;1
2009;13052002;Altenhagen;6;2;4
2009;13052003;Altentreptow, Stadt;72;33;39
2009;13052004;Bartow;5;2;3
2009;13052005;Basedow;5;4;1
2009;13052007;Beggerow;6;2;4
2009;13052008;Bentzin;4;0;4
2009;13052010;Bredenfelde;1;1;0
2009;13052011;Breesen;2;2;0
2009;13052012;Breest;0;0;0
2009;13052013;Briggow;1;0;1
2009;13052015;Burow;15;8;7
2009;13052016;Daberkow;3;1;2
2009;13052017;Dargun, Stadt;59;34;25
2009;13052018;Demmin, Hansestadt;163;95;68
2009;13052019;Duckow;1;1;0
2009;13052020;Düvier;6;4;2
2009;13052021;Faulenrost;14;8;6
2009;13052022;Gielow;4;0;4
2009;13052024;Gnevkow;1;0;1
2009;13052025;Golchen;5;4;1
2009;13052026;Görmin;7;5;2
2009;13052028;Grammentin;2;2;0
2009;13052029;Grapzow;5;2;3
2009;13052030;Grischow;4;1;3
2009;13052032;Groß Teetzleben;7;4;3
2009;13052033;Gültz;5;3;2
2009;13052034;Gülzow;6;2;4
2009;13052035;Hohenbollentin;3;2;1
2009;13052038;Ivenack;11;5;6
2009;13052039;Jarmen, Stadt;63;29;34
2009;13052040;Jürgenstorf;13;9;4
