GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
13073068;Prohn;1;1;0;0;0;1
13073069;Pruchten;2;2;0;0;1;2
13073070;Putbus, Stadt;13;7;4;2;0;7
13073071;Putgarten;0;0;0;0;0;0
13073072;Ralswiek;7;6;1;0;0;11
13073073;Rambin;19;13;6;0;0;23
13073074;Rappin;0;0;0;0;0;0
13073075;Ribnitz-Damgarten, Stadt;72;45;25;2;0;55
13073076;Richtenberg, Stadt;6;2;2;2;0;2
13073077;Saal;7;6;0;1;0;7
13073078;Sagard;8;6;2;0;0;8
13073079;Samtens;18;15;2;1;0;24
13073080;Sassnitz, Stadt;33;23;8;2;1;28
13073081;Schaprode;2;0;2;0;0;0
13073082;Schlemmin;2;2;0;0;0;3
13073083;Sehlen;7;5;2;0;0;10
13073084;Sellin;15;12;3;0;0;14
13073085;Semlow;5;2;1;2;0;2
13073086;Splietsdorf;5;3;2;0;0;3
13073087;Steinhagen;8;6;1;1;0;8
13073088;Stralsund, Hansestadt;225;181;29;15;1;206
13073089;Süderholz;38;26;11;1;0;40
13073090;Sundhagen;28;22;6;0;0;36
13073091;Thiessow;1;1;0;0;0;1
13073092;Trent;5;5;0;0;0;5
13073093;Tribsees, Stadt;20;12;4;4;0;17
13073094;Trinwillershagen;2;2;0;0;0;3
13073095;Ummanz;1;1;0;0;0;1
13073096;Velgast;4;3;1;0;0;5
13073097;Weitenhagen;1;1;0;0;1;0
13073098;Wendisch Baggendorf;9;5;3;1;0;8
13073099;Wendorf;6;5;1;0;0;5
13073100;Wieck a. Darß;1;0;1;0;0;0
13073101;Wiek;5;5;0;0;1;5
13073102;Wittenhagen;2;2;0;0;0;2
13073103;Wustrow;2;1;0;1;0;1
13073104;Zarrendorf;2;1;1;0;0;1
13073105;Zingst;20;16;1;3;0;19
13073106;Zirkow;16;10;5;1;0;17
13074001;Alt Meteln;4;3;1;0;0;4
13074002;Bad Kleinen;9;5;3;1;1;5
13074003;Barnekow;11;5;5;1;0;8
13074004;Benz;2;1;1;0;0;2
13074005;Bernstorf;3;2;1;0;0;3
13074006;Bibow;4;3;1;0;0;3
13074007;Blowatz;5;4;1;0;0;10
13074008;Bobitz;15;13;2;0;2;17
13074009;Boiensdorf;0;0;0;0;0;0
13074010;Boltenhagen;14;8;4;2;0;9
13074011;Börzow;-;-;-;-;-;-
13074012;Brüsewitz;13;6;7;0;0;6
13074013;Carlow;8;7;1;0;0;7
13074014;Cramonshagen;1;1;0;0;1;0
13074015;Dalberg-Wendelstorf;2;2;0;0;0;2
13074016;Damshagen;4;3;1;0;0;7
13074017;Dassow, Stadt;17;13;2;2;0;18
13074018;Dechow;0;0;0;0;0;0
13074019;Dorf Mecklenburg;17;10;6;1;0;12
13074020;Dragun;0;0;0;0;0;0
13074021;Gadebusch, Stadt;30;25;3;2;0;39
13074022;Gägelow;9;9;0;0;1;12
13074023;Glasin;10;3;6;1;0;4
13074024;Gottesgabe;2;1;1;0;0;1
13074025;Grambow;0;0;0;0;0;0
13074026;Grevesmühlen, Stadt;50;39;9;2;2;53
13074027;Grieben;2;1;1;0;0;3
13074028;Groß Molzahn;2;2;0;0;0;2
13074029;Groß Siemz;3;1;2;0;0;2
13074030;Groß Stieten;3;2;0;1;1;4
13074031;Hohen Viecheln;3;3;0;0;0;3
13074032;Hohenkirchen;12;9;3;0;0;19
13074033;Holdorf;2;2;0;0;0;2
13074034;Hornstorf;12;11;1;0;0;17
13074035;Insel Poel;11;9;2;0;0;12
13074036;Jesendorf;4;1;2;1;0;1
13074037;Kalkhorst;10;7;3;0;0;11
13074038;Klein Trebbow;3;2;1;0;0;4
13074039;Klütz, Stadt;18;13;4;1;0;14
13074040;Kneese;1;0;1;0;0;0
13074042;Königsfeld;2;2;0;0;0;3
13074043;Krembz;0;0;0;0;0;0
13074044;Krusenhagen;1;1;0;0;0;1
13074045;Lockwisch;1;1;0;0;0;1
13074046;Lübberstorf;0;0;0;0;0;0
13074047;Lübow;21;13;7;1;0;19
13074048;Lübstorf;15;10;5;0;0;16
13074049;Lüdersdorf;18;17;1;0;1;25
13074050;Lützow;16;9;5;2;0;16
13074051;Mallentin;-;-;-;-;-;-
13074052;Menzendorf;3;3;0;0;0;4
13074053;Metelsdorf;2;0;2;0;0;0
13074054;Mühlen Eichsen;8;5;2;1;0;7
13074055;Nesow;-;-;-;-;-;-
13074056;Neuburg;12;11;1;0;0;15
13074057;Neukloster, Stadt;10;6;3;1;0;8
13074058;Niendorf;6;1;5;0;0;2
13074059;Papenhusen;-;-;-;-;-;-
13074060;Passee;3;3;0;0;0;5
13074061;Perlin;0;0;0;0;0;0
13074062;Pingelshagen;3;2;1;0;0;6
13074063;Plüschow;4;3;1;0;0;3
13074064;Pokrent;2;1;1;0;1;1
13074065;Rehna, Stadt;16;12;2;2;0;18
13074066;Rieps;3;2;1;0;0;2
13074067;Roduchelstorf;3;2;1;0;0;2
13074068;Roggendorf;4;4;0;0;0;4
13074069;Roggenstorf;1;1;0;0;0;1
13074070;Rögnitz;0;0;0;0;0;0
13074071;Rüting;1;1;0;0;0;1
13074072;Schildetal;2;1;1;0;0;1
13074073;Schlagsdorf;2;2;0;0;0;3
13074074;Schönberg, Stadt;28;21;6;1;0;33
13074075;Seehof;1;1;0;0;0;1
13074076;Selmsdorf;16;14;2;0;0;19
13074077;Testorf-Steinfort;1;1;0;0;0;1
13074078;Thandorf;2;1;1;0;0;1
13074079;Upahl;10;7;3;0;0;10
13074080;Utecht;1;1;0;0;0;1
13074081;Veelböken;3;1;1;1;0;4
13074082;Ventschow;1;1;0;0;0;2
13074083;Vitense;-;-;-;-;-;-
13074084;Warin, Stadt;5;3;1;1;0;3
13074085;Warnow;1;0;0;1;0;0
13074087;Wismar, Hansestadt;179;156;17;6;1;190
13074088;Zickhusen;2;1;1;0;0;1
13074089;Zierow;1;1;0;0;0;1
13074090;Zurow;20;13;6;1;0;15
13074091;Züsow;1;1;0;0;0;1
13074092;Wedendorfersee;1;1;0;0;0;1
13074093;Stepenitztal;3;2;1;0;0;3
13075001;Ahlbeck;3;1;2;0;0;1
13075002;Alt Tellin;1;1;0;0;0;1
13075003;Altwarp;1;1;0;0;0;1
13075004;Altwigshagen;3;3;0;0;0;4
13075005;Anklam, Stadt;64;48;9;7;0;64
13075006;Bandelin;8;6;2;0;0;13
13075007;Bargischow;2;1;1;0;0;1
13075008;Behrenhoff;3;3;0;0;0;3
13075009;Bentzin;1;1;0;0;0;2
13075010;Benz;5;4;1;0;0;5
13075011;Bergholz;1;1;0;0;0;1
13075012;Blankensee;1;1;0;0;0;4
13075013;Blesewitz;1;1;0;0;0;1
13075014;Blumenhagen;-;-;-;-;-;-
13075015;Boldekow;3;3;0;0;0;7
13075016;Boock;3;3;0;0;0;4
13075017;Brietzig;0;0;0;0;0;0
13075018;Brünzow;3;2;1;0;0;7
13075019;Buddenhagen;-;-;-;-;-;-
13075020;Bugewitz;0;0;0;0;0;0
13075021;Buggenhagen;0;0;0;0;0;0
13075022;Butzow;1;0;1;0;0;0
13075023;Daberkow;1;1;0;0;0;1
13075024;Damerow;-;-;-;-;-;-
13075025;Dargelin;2;2;0;0;0;2
13075026;Dargen;4;4;0;0;0;5
13075027;Dersekow;3;3;0;0;0;5
13075028;Diedrichshagen;2;2;0;0;0;5
13075029;Ducherow;12;7;4;1;0;11
13075030;Düvier;-;-;-;-;-;-
13075031;Eggesin, Stadt;7;6;1;0;0;9
13075032;Fahrenwalde;2;1;1;0;0;1
13075033;Ferdinandshof;12;9;2;1;0;15
13075034;Garz;3;2;1;0;0;2
13075035;Glasow;0;0;0;0;0;0
13075036;Görmin;3;3;0;0;0;3
13075037;Grambin;1;1;0;0;0;1
13075038;Grambow;1;1;0;0;0;1
13075039;Greifswald, Hansestadt;288;245;26;17;1;285
13075040;Gribow;3;2;1;0;0;4
13075041;Groß Kiesow;6;5;1;0;0;6
13075042;Groß Luckow;2;2;0;0;0;3
13075043;Groß Polzin;0;0;0;0;0;0
13075044;Gützkow, Stadt;16;11;5;0;0;13
13075045;Hammer a. d. Uecker;1;1;0;0;0;1
13075046;Hanshagen;9;6;3;0;0;6
13075047;Heinrichsruh;-;-;-;-;-;-
13075048;Heinrichswalde;2;2;0;0;0;2
13075049;Heringsdorf;51;39;12;0;1;45
13075050;Hinrichshagen;3;3;0;0;0;3
13075051;Hintersee;2;0;2;0;0;0
13075052;Hohendorf;-;-;-;-;-;-
13075053;Iven;0;0;0;0;0;0
13075054;Jarmen, Stadt;19;13;4;2;2;13
13075055;Jatznick;6;6;0;0;0;7
13075056;Kamminke;1;1;0;0;0;1
13075057;Karlsburg;4;2;2;0;0;3
13075058;Karlshagen;11;10;0;1;0;11
13075059;Katzow;2;2;0;0;0;2
13075060;Kemnitz;7;4;2;1;0;4
13075061;Klein Bünzow;4;3;1;0;0;4
13075062;Klein Luckow;-;-;-;-;-;-
13075063;Koblentz;0;0;0;0;0;0
13075064;Kölzin;-;-;-;-;-;-
13075065;Korswandt;2;2;0;0;0;2
13075066;Koserow;6;6;0;0;0;7
13075067;Krackow;2;1;1;0;0;1
13075068;Krien;5;4;1;0;2;5
13075069;Kröslin;7;6;1;0;0;6
13075070;Kruckow;1;0;1;0;0;0
13075071;Krugsdorf;1;1;0;0;1;3
13075072;Krummin;0;0;0;0;0;0
13075073;Krusenfelde;0;0;0;0;0;0
13075074;Lassan, Stadt;3;1;1;1;0;1
13075075;Leopoldshagen;3;0;2;1;0;0
13075076;Levenhagen;9;8;1;0;0;13
13075077;Liepen;-;-;-;-;-;-
13075078;Liepgarten;2;1;0;1;0;1
13075079;Löcknitz;11;8;3;0;0;11
13075080;Loddin;6;6;0;0;0;8
13075081;Loissin;1;1;0;0;0;1
13075082;Loitz, Stadt;12;11;1;0;0;13
13075083;Lubmin;10;9;0;1;0;11
13075084;Lübs;0;0;0;0;0;0
13075085;Luckow;0;0;0;0;0;0
13075086;Lühmannsdorf;5;4;1;0;0;6
13075087;Lütow;0;0;0;0;0;0
13075088;Medow;2;2;0;0;0;2
13075089;Meiersberg;2;2;0;0;0;3
13075090;Mellenthin;5;5;0;0;0;8
13075091;Mesekenhagen;5;5;0;0;0;8
13075092;Mölschow;6;4;2;0;0;6
13075093;Mönkebude;4;4;0;0;0;5
13075094;Murchin;5;5;0;0;0;8
13075095;Nadrensee;3;1;2;0;0;1
13075096;Neetzow;-;-;-;-;-;-
13075097;Neu Boltenhagen;2;2;0;0;0;5
13075098;Neu Kosenow;9;6;3;0;1;14
13075099;Neuendorf A;-;-;-;-;-;-
13075100;Neuendorf B;-;-;-;-;-;-
13075101;Neuenkirchen;0;0;0;0;0;0
13075102;Neuenkirchen;16;11;4;1;0;12
13075103;Nieden;0;0;0;0;0;0
13075104;Papendorf;6;3;3;0;0;3
13075105;Pasewalk, Stadt;40;30;9;1;0;33
13075106;Peenemünde;0;0;0;0;0;0
13075107;Penkun, Stadt;14;8;6;0;1;10
13075108;Plöwen;2;1;1;0;0;1
13075109;Polzow;0;0;0;0;0;0
13075110;Postlow;2;2;0;0;1;1
13075111;Pudagla;4;2;2;0;0;2
13075112;Putzar;-;-;-;-;-;-
13075113;Ramin;2;2;0;0;0;3
13075114;Rankwitz;1;0;1;0;0;0
13075115;Rollwitz;9;3;5;1;0;4
13075116;Rossin;1;1;0;0;0;1
13075117;Rossow;2;1;1;0;0;1
13075118;Rothemühl;1;1;0;0;1;1
13075119;Rothenklempenow;2;2;0;0;0;2
13075120;Rubenow;3;2;1;0;0;3
13075121;Rubkow;3;2;0;1;0;3
13075122;Sarnow;2;2;0;0;0;2
13075123;Sassen-Trantow;2;2;0;0;0;3
13075124;Sauzin;0;0;0;0;0;0
13075125;Schmatzin;0;0;0;0;0;0
13075126;Schönwalde;2;1;1;0;0;1
13075127;Spantekow;0;0;0;0;0;0
13075128;Stolpe an der Peene;4;1;3;0;0;1
13075129;Stolpe auf Usedom;0;0;0;0;0;0
13075130;Strasburg, Stadt;19;17;1;1;0;22
13075131;Torgelow, Stadt;31;25;6;0;0;30
13075132;Torgelow-Holländerei;-;-;-;-;-;-
13075133;Trassenheide;3;2;1;0;0;2
13075134;Tutow;4;2;1;1;0;2
13075135;Ückeritz;10;9;1;0;0;10
13075136;Ueckermünde, Stadt;34;26;6;2;0;31
13075137;Usedom, Stadt;16;12;4;0;0;13
13075138;Viereck;3;2;0;1;0;2
13075139;Vogelsang-Warsin;3;3;0;0;0;3
13075140;Völschow;7;4;2;1;1;6
13075141;Wackerow;1;1;0;0;0;1
13075142;Weitenhagen;3;3;0;0;0;3
13075143;Wilhelmsburg;0;0;0;0;0;0
13075144;Wolgast, Stadt;53;45;6;2;2;57
13075145;Wrangelsburg;0;0;0;0;0;0
13075146;Wusterhusen;2;2;0;0;0;3
13075147;Zemitz;3;2;1;0;1;1
13075148;Zempin;5;4;0;1;0;4
13075149;Zerrenthin;3;2;1;0;1;8
13075150;Ziethen;5;3;1;1;0;4
13075151;Zinnowitz;25;21;4;0;0;24
13075152;Zirchow;4;3;1;0;0;4
13075153;Züsedom;-;-;-;-;-;-
13075154;Züssow;9;7;2;0;0;7
13075155;Neetzow-Liepen;2;2;0;0;0;2
13076001;Alt Krenzlin;6;5;1;0;0;8
13076002;Alt Zachun;1;0;1;0;0;0
13076003;Balow;0;0;0;0;0;0
13076004;Bandenitz;15;12;2;1;0;20
13076005;Banzkow;12;8;4;0;0;10
13076006;Barkhagen;2;2;0;0;1;2
13076007;Barnin;1;1;0;0;0;2
13076008;Belsch;1;1;0;0;0;1
13076009;Bengerstorf;2;1;1;0;0;1
13076010;Besitz;0;0;0;0;0;0
13076011;Blankenberg;3;3;0;0;0;5
13076012;Blievenstorf;3;2;1;0;0;2
13076013;Bobzin;3;2;1;0;0;4
13076014;Boizenburg/Elbe, Stadt;51;37;12;2;0;46
13076015;Borkow;2;1;1;0;0;2
13076016;Brahlstorf;3;3;0;0;0;3
13076017;Brenz;6;5;1;0;0;5
13076018;Bresegard bei Eldena;0;0;0;0;0;0
13076019;Bresegard bei Picher;0;0;0;0;0;0
13076020;Brüel, Stadt;11;8;2;1;0;11
13076021;Brunow;1;1;0;0;0;1
13076022;Buchberg;-;-;-;-;-;-
13076023;Bülow;1;1;0;0;0;1
13076024;Cambs;3;3;0;0;1;4
13076025;Crivitz, Stadt;23;15;6;2;1;20
13076026;Dabel;5;4;1;0;0;7
13076027;Dambeck;0;0;0;0;0;0
13076028;Damm;-;-;-;-;-;-
13076029;Demen;2;2;0;0;0;3
13076030;Dersenow;5;4;1;0;0;6
13076031;Diestelow;-;-;-;-;-;-
13076032;Dobbertin;4;3;1;0;0;4
13076033;Dobin am See;8;4;4;0;0;4
13076034;Dömitz, Stadt;12;9;1;2;1;9
13076035;Domsühl;8;5;2;1;0;6
13076036;Dümmer;7;4;3;0;0;6
13076037;Eldena;3;2;0;1;0;2
13076038;Friedrichsruhe;4;4;0;0;0;9
13076039;Gallin;3;2;0;1;0;2
13076040;Gallin-Kuppentin;0;0;0;0;0;0
13076041;Gammelin;3;2;1;0;0;8
13076042;Ganzlin;-;-;-;-;-;-
13076043;Gischow;1;1;0;0;0;1
13076044;Gneven;1;1;0;0;0;1
13076045;Godern;-;-;-;-;-;-
13076046;Göhlen;2;1;1;0;0;1
13076048;Goldberg, Stadt;7;6;1;0;0;8
13076049;Gorlosen;0;0;0;0;0;0
13076050;Grabow, Stadt;22;15;5;2;0;20
13076051;Granzin;4;3;0;1;0;3
13076052;Grebbin;-;-;-;-;-;-
13076053;Grebs-Niendorf;0;0;0;0;0;0
13076054;Gresse;1;1;0;0;0;1
13076055;Greven;3;1;2;0;0;1
13076056;Groß Godems;2;2;0;0;0;2
13076057;Groß Krams;0;0;0;0;0;0
13076058;Groß Laasch;3;1;2;0;1;0
13076059;Groß Niendorf;-;-;-;-;-;-
13076060;Hagenow, Stadt;62;47;10;5;0;50
13076061;Herzberg;-;-;-;-;-;-
13076062;Hohen Pritz;1;1;0;0;0;1
13076063;Holthusen;4;2;2;0;0;4
13076064;Hoort;6;2;2;2;0;2
13076065;Hülseburg;3;3;0;0;0;5
13076066;Karbow-Vietlübbe;-;-;-;-;-;-
13076067;Karenz;0;0;0;0;0;0
13076068;Karrenzin;2;2;0;0;0;4
13076069;Karstädt;5;3;2;0;1;2
13076070;Kirch Jesar;2;0;2;0;0;0
13076071;Klein Rogahn;4;3;1;0;0;3
13076072;Kobrow;1;0;1;0;0;0
13076073;Kogel;14;11;3;0;1;18
13076074;Körchow;-;-;-;-;-;-
13076075;Kreien;2;2;0;0;0;3
13076076;Kremmin;2;2;0;0;0;2
13076077;Kritzow;1;1;0;0;0;1
13076078;Kuhlen-Wendorf;2;2;0;0;0;6
13076079;Kuhstorf;2;1;1;0;0;1
13076080;Langen Brütz;4;4;0;0;0;4
13076081;Langen Jarchow;3;3;0;0;0;5
13076082;Leezen;19;16;3;0;0;19
13076083;Lehsen;-;-;-;-;-;-
13076084;Leussow;0;0;0;0;0;0
13076085;Lewitzrand;3;3;0;0;0;4
13076086;Lübesse;9;5;3;1;0;10
13076087;Lüblow;3;2;1;0;1;4
13076088;Lübtheen, Stadt;22;15;4;3;1;19
13076089;Lübz, Stadt;18;14;3;1;0;20
13076090;Ludwigslust, Stadt;64;61;3;0;1;74
13076091;Lutheran;-;-;-;-;-;-
13076092;Lüttow-Valluhn;17;14;2;1;0;21
13076093;Malk Göhren;1;1;0;0;0;1
13076094;Malliß;7;5;1;1;0;5
13076095;Marnitz;4;3;1;0;2;3
13076096;Mestlin;1;0;1;0;0;0
13076097;Milow;1;1;0;0;0;1
13076098;Möllenbeck;0;0;0;0;0;0
13076099;Moraas;0;0;0;0;0;0
13076100;Muchow;0;0;0;0;0;0
13076101;Mustin;1;1;0;0;0;3
13076102;Neu Gülze;4;3;1;0;0;3
13076103;Neu Kaliß;2;2;0;0;0;3
13076104;Neu Poserin;2;2;0;0;0;6
13076105;Neustadt-Glewe, Stadt;38;25;9;4;1;36
13076106;Nostorf;4;4;0;0;0;12
13076107;Pampow;21;14;2;5;0;19
13076108;Parchim, Stadt;87;67;14;6;2;77
13076109;Passow;2;2;0;0;0;2
13076110;Pätow-Steegen;0;0;0;0;0;0
13076111;Picher;4;3;1;0;0;5
13076112;Pinnow;7;5;2;0;1;10
13076113;Plate;12;6;5;1;0;7
13076114;Plau am See, Stadt;28;21;5;2;0;26
13076115;Prislich;5;4;1;0;1;5
13076116;Pritzier;8;6;1;1;0;7
13076117;Raben Steinfeld;12;8;4;0;0;12
13076118;Rastow;15;11;3;1;0;18
13076119;Redefin;3;1;1;1;0;1
13076120;Rom;1;0;1;0;0;0
13076121;Schossin;0;0;0;0;0;0
13076122;Schwanheide;2;1;1;0;0;1
13076123;Setzin;2;2;0;0;0;2
13076124;Severin;-;-;-;-;-;-
13076125;Siggelkow;1;1;0;0;0;1
13076126;Spornitz;11;6;4;1;0;9
13076127;Steesow;0;0;0;0;0;0
13076128;Sternberg, Stadt;15;11;3;1;0;12
13076129;Stolpe;6;4;2;0;0;8
13076130;Stralendorf;5;4;0;1;0;5
13076131;Strohkirchen;0;0;0;0;0;0
13076132;Suckow;2;1;1;0;0;2
13076133;Sukow;5;4;1;0;0;4
13076134;Sülstorf;1;1;0;0;0;1
13076135;Techentin;0;0;0;0;0;0
13076136;Teldau;3;3;0;0;0;3
13076137;Tessenow;4;4;0;0;0;4
13076138;Tessin b. Boizenburg;2;1;1;0;0;1
13076139;Toddin;2;1;1;0;0;1
13076140;Tramm;0;0;0;0;0;0
13076141;Uelitz;0;0;0;0;0;0
13076142;Vellahn;7;5;2;0;0;12
13076143;Vielank;2;2;0;0;0;2
13076144;Wahlstorf;-;-;-;-;-;-
13076145;Warlitz;1;1;0;0;0;1
13076146;Warlow;1;1;0;0;0;1
13076147;Warsow;5;5;0;0;0;5
13076148;Weitendorf;4;4;0;0;0;4
13076149;Wendisch Priborn;-;-;-;-;-;-
13076150;Wendisch Waren;-;-;-;-;-;-
13076151;Werder;0;0;0;0;0;0
13076152;Wittenburg, Stadt;54;31;19;4;2;42
13076153;Wittendörp;11;8;2;1;0;10
13076154;Wittenförden;3;3;0;0;0;4
13076155;Witzin;4;2;2;0;1;3
13076156;Wöbbelin;19;15;3;1;0;18
13076157;Zahrensdorf;2;2;0;0;0;2
13076158;Zapel;4;3;0;1;0;3
13076159;Zarrentin am Schaalsee, Stadt;9;5;2;2;0;5
13076160;Ziegendorf;1;0;1;0;0;0
13076161;Zierzow;4;3;1;0;0;3
13076162;Zölkow;0;0;0;0;0;0
13076163;Zülow;0;0;0;0;0;0
13076164;Obere Warnow;4;4;0;0;0;5
13076165;Gehlsbach;0;0;0;0;0;0
13076166;Ganzlin;11;7;3;1;0;10
13076167;Kloster Tempzin;-;-;-;-;-;-
14161000;Chemnitz, Kreisfreie Stadt;-;-;-;-;-;-
14166000;Plauen, Kreisfreie Stadt;-;-;-;-;-;-
14167000;Zwickau, Kreisfreie Stadt;-;-;-;-;-;-
14171000;Annaberg, Landkreis;-;-;-;-;-;-
14173000;Chemnitzer Land, Landkreis;-;-;-;-;-;-
14177000;Freiberg, Landkreis;-;-;-;-;-;-
14178000;Vogtlandkreis;-;-;-;-;-;-
14181000;Mittlerer Erzgebirgskreis;-;-;-;-;-;-
14182000;Mittweida, Landkreis;-;-;-;-;-;-
14188000;Stollberg, Landkreis;-;-;-;-;-;-
14191000;Aue-Schwarzenberg, Landkreis;-;-;-;-;-;-
14193000;Zwickauer Land, Landkreis;-;-;-;-;-;-
14262000;Dresden, Kreisfreie Stadt;-;-;-;-;-;-
14263000;Görlitz, Kreisfreie Stadt;-;-;-;-;-;-
14264000;Hoyerswerda, Kreisfreie Stadt;-;-;-;-;-;-
14272000;Bautzen, Landkreis;-;-;-;-;-;-
14280000;Meißen, Landkreis;-;-;-;-;-;-
14284000;Niederschlesischer Oberlausitzkreis;-;-;-;-;-;-
14285000;Riesa-Großenhain, Landkreis;-;-;-;-;-;-
14286000;Löbau-Zittau, Landkreis;-;-;-;-;-;-
14287000;Sächsische Schweiz, Landkreis;-;-;-;-;-;-
14290000;Weißeritzkreis;-;-;-;-;-;-
14292000;Kamenz, Landkreis;-;-;-;-;-;-
14365000;Leipzig, Kreisfreie Stadt;-;-;-;-;-;-
14374000;Delitzsch, Landkreis;-;-;-;-;-;-
14375000;Döbeln, Landkreis;-;-;-;-;-;-
14379000;Leipziger Land, Landkreis;-;-;-;-;-;-
14383000;Muldentalkreis;-;-;-;-;-;-
14389000;Torgau-Oschatz, Landkreis;-;-;-;-;-;-
14511000;Chemnitz, Stadt;1153;854;262;37;7;1044
14521010;Amtsberg;15;9;6;0;0;14
14521020;Annaberg-Buchholz, Stadt;109;78;27;4;1;101
14521030;Aue, Stadt;73;47;19;7;0;57
14521040;Auerbach;10;5;5;0;0;8
14521050;Bad Schlema;23;11;8;4;0;26
14521060;Bärenstein;5;5;0;0;0;6
14521070;Bernsbach;-;-;-;-;-;-
14521080;Bockau;4;3;1;0;0;3
14521090;Börnichen/Erzgeb.;1;0;1;0;0;0
14521100;Borstendorf;-;-;-;-;-;-
14521110;Breitenbrunn/Erzgeb.;23;10;13;0;0;15
14521120;Burkhardtsdorf;10;7;2;1;0;8
14521130;Crottendorf;14;12;2;0;0;18
14521140;Deutschneudorf;2;2;0;0;0;2
14521150;Drebach;21;14;6;1;2;18
14521160;Ehrenfriedersdorf, Stadt;26;13;11;2;0;14
14521170;Eibenstock, Stadt;30;20;10;0;0;31
14521180;Elterlein, Stadt;20;15;5;0;0;22
14521190;Erlbach-Kirchberg;-;-;-;-;-;-
14521200;Gelenau/Erzgeb.;20;9;10;1;1;9
14521210;Geyer, Stadt;13;8;4;1;0;10
14521220;Gornau/Erzgeb.;12;6;4;2;0;7
14521230;Gornsdorf;3;1;2;0;0;1
14521240;Großolbersdorf;15;11;3;1;0;11
14521250;Großrückerswalde;10;6;3;1;0;7
14521260;Grünhain-Beierfeld, Stadt;22;13;8;1;0;20
14521270;Grünhainichen;13;6;5;2;0;7
14521280;Heidersdorf;4;4;0;0;0;4
14521290;Hohndorf;6;5;1;0;0;8
14521300;Hormersdorf;-;-;-;-;-;-
14521310;Jahnsdorf/Erzgeb.;31;23;8;0;0;25
14521320;Johanngeorgenstadt, Stadt;10;7;2;1;0;8
14521330;Jöhstadt, Stadt;6;4;2;0;0;5
14521340;Königswalde;6;3;3;0;0;4
14521350;Lauter/Sa., Stadt;-;-;-;-;-;-
14521355;Lauter-Bernsbach, Stadt;26;7;18;1;0;9
14521360;Lengefeld, Stadt;-;-;-;-;-;-
14521370;Lößnitz, Stadt;22;13;5;4;0;17
14521380;Lugau/Erzgeb., Stadt;32;22;7;3;1;26
14521390;Marienberg, Stadt;70;45;20;5;5;79
14521400;Mildenau;14;6;8;0;0;7
14521410;Neukirchen/Erzgeb.;20;12;8;0;0;15
14521420;Niederdorf;16;9;7;0;0;14
14521430;Niederwürschnitz;10;7;3;0;0;10
14521440;Oberwiesenthal, Kurort, Stadt;13;12;1;0;0;17
14521450;Oelsnitz/Erzgeb., Stadt;50;27;22;1;0;36
14521460;Olbernhau, Stadt;35;22;12;1;0;28
14521470;Pfaffroda;6;5;1;0;0;6
14521480;Pobershau;-;-;-;-;-;-
14521490;Pockau;-;-;-;-;-;-
14521495;Pockau-Lengefeld, Stadt;33;29;4;0;1;46
14521500;Raschau-Markersbach;11;8;3;0;0;11
14521510;Scheibenberg, Stadt;8;5;2;1;1;6
14521520;Schlettau, Stadt;25;18;7;0;1;27
14521530;Schneeberg, Stadt;34;21;11;2;0;25
14521540;Schönheide;16;10;6;0;0;12
14521550;Schwarzenberg/Erzgeb., Stadt;63;42;20;1;1;52
14521560;Sehmatal;22;16;6;0;0;18
14521570;Seiffen/Erzgeb., Kurort;6;2;4;0;0;2
14521580;Sosa;-;-;-;-;-;-
14521590;Stollberg/Erzgeb., Stadt;66;45;21;0;0;59
14521600;Stützengrün;14;9;5;0;0;11
14521610;Tannenberg;3;2;1;0;0;3
14521620;Thalheim/Erzgeb., Stadt;16;9;6;1;0;11
14521630;Thermalbad Wiesenbad;37;25;11;1;0;28
14521640;Thum, Stadt;15;10;5;0;0;11
14521650;Venusberg;-;-;-;-;-;-
14521660;Waldkirchen/Erzgeb.;-;-;-;-;-;-
14521670;Wolkenstein, Stadt;28;19;9;0;3;33
14521680;Zöblitz, Stadt;-;-;-;-;-;-
14521690;Zschopau, Stadt;19;17;2;0;0;21
14521700;Zschorlau;18;9;7;2;0;10
14521710;Zwönitz, Stadt;47;25;22;0;1;32
14522010;Altmittweida;7;6;1;0;0;7
14522020;Augustusburg, Stadt;19;11;8;0;0;14
14522030;Bobritzsch;-;-;-;-;-;-
14522035;Bobritzsch-Hilbersdorf;16;10;5;1;0;15
14522040;Bockelwitz;-;-;-;-;-;-
14522050;Brand-Erbisdorf, Stadt;36;24;10;2;0;27
14522060;Burgstädt, Stadt;36;28;6;2;0;31
14522070;Claußnitz;6;6;0;0;0;9
14522080;Döbeln, Stadt;95;59;26;10;0;78
14522090;Dorfchemnitz;5;5;0;0;1;7
14522100;Ebersbach;-;-;-;-;-;-
14522110;Eppendorf;17;12;4;1;0;17
14522120;Erlau;11;7;4;0;0;9
14522130;Falkenau;-;-;-;-;-;-
