GENESIS-Tabelle: 31211-06-01-5-B
Wohngebäude nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
15091265;Rackith;-;-;-;-;-;-;-;-;-;-;-
15091270;Radis;-;-;-;-;-;-;-;-;-;-;-
15091275;Ragösen b. Dessua, Anh;-;-;-;-;-;-;-;-;-;-;-
15091280;Rehsen;-;-;-;-;-;-;-;-;-;-;-
15091285;Riesigk;-;-;-;-;-;-;-;-;-;-;-
15091290;Rotta;-;-;-;-;-;-;-;-;-;-;-
15091295;Schköna;-;-;-;-;-;-;-;-;-;-;-
15091300;Schleesen;-;-;-;-;-;-;-;-;-;-;-
15091305;Schnellin;-;-;-;-;-;-;-;-;-;-;-
15091310;Schützberg;-;-;-;-;-;-;-;-;-;-;-
15091315;Selbitz b. Bitterfeld;-;-;-;-;-;-;-;-;-;-;-
15091320;Senst;-;-;-;-;-;-;-;-;-;-;-
15091325;Serno;-;-;-;-;-;-;-;-;-;-;-
15091330;Söllichau;-;-;-;-;-;-;-;-;-;-;-
15091335;Stackelitz;-;-;-;-;-;-;-;-;-;-;-
15091340;Straach;-;-;-;-;-;-;-;-;-;-;-
15091345;Thießen;-;-;-;-;-;-;-;-;-;-;-
15091350;Tornau;-;-;-;-;-;-;-;-;-;-;-
15091355;Trebitz;-;-;-;-;-;-;-;-;-;-;-
15091360;Uthausen;-;-;-;-;-;-;-;-;-;-;-
15091365;Vockerode;-;-;-;-;-;-;-;-;-;-;-
15091370;Wartenburg;-;-;-;-;-;-;-;-;-;-;-
15091375;Wittenberg, Lutherstadt;11291;2134;4634;1868;579;228;440;819;352;187;50
15091380;Wörlitz;-;-;-;-;-;-;-;-;-;-;-
15091390;Zahna;-;-;-;-;-;-;-;-;-;-;-
15091391;Zahna-Elster, Stadt;3389;925;1097;509;245;94;151;222;90;44;12
15091395;Zemnick;-;-;-;-;-;-;-;-;-;-;-
15091400;Zörnigall;-;-;-;-;-;-;-;-;-;-;-
15091405;Zschornewitz;-;-;-;-;-;-;-;-;-;-;-
15101000;Dessau, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-
15151000;Anhalt-Zerbst, Kreis;-;-;-;-;-;-;-;-;-;-;-
15153000;Bernburg, Kreis;-;-;-;-;-;-;-;-;-;-;-
15154000;Bitterfeld, Kreis;-;-;-;-;-;-;-;-;-;-;-
15159000;Köthen, Kreis;-;-;-;-;-;-;-;-;-;-;-
15171000;Wittenberg, Kreis;-;-;-;-;-;-;-;-;-;-;-
15202000;Halle (Saale), Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-
15256000;Burgenlandkreis;-;-;-;-;-;-;-;-;-;-;-
15260000;Mansfelder Land, Kreis;-;-;-;-;-;-;-;-;-;-;-
15261000;Merseburg-Querfurt, Kreis;-;-;-;-;-;-;-;-;-;-;-
15265000;Saalkreis;-;-;-;-;-;-;-;-;-;-;-
15266000;Sangerhausen, Kreis;-;-;-;-;-;-;-;-;-;-;-
15268000;Weißenfels, Kreis;-;-;-;-;-;-;-;-;-;-;-
15303000;Magdeburg, Kreisfreie Stadt;-;-;-;-;-;-;-;-;-;-;-
15352000;Aschersleben-Staßfurt, Kreis;-;-;-;-;-;-;-;-;-;-;-
15355000;Bördekreis;-;-;-;-;-;-;-;-;-;-;-
15357000;Halberstadt, Kreis;-;-;-;-;-;-;-;-;-;-;-
15358000;Jerichower Land, Kreis;-;-;-;-;-;-;-;-;-;-;-
15362000;Ohrekreis;-;-;-;-;-;-;-;-;-;-;-
15363000;Stendal, Kreis;-;-;-;-;-;-;-;-;-;-;-
15364000;Quedlinburg, Kreis;-;-;-;-;-;-;-;-;-;-;-
15367000;Schönebeck, Kreis;-;-;-;-;-;-;-;-;-;-;-
15369000;Wernigerode, Kreis;-;-;-;-;-;-;-;-;-;-;-
15370000;Altmarkkreis Salzwedel, Kreis;-;-;-;-;-;-;-;-;-;-;-
16051000;Erfurt, krsfr. Stadt;27296;5472;6184;4303;1648;810;1917;3616;1662;1139;545
16052000;Gera, krsfr. Stadt;14232;3580;2958;2915;966;367;772;1479;637;395;163
16053000;Jena, krsfr. Stadt;14272;3050;4441;2001;689;353;860;1153;732;635;358
16054000;Suhl, krsfr. Stadt;6923;1492;1596;1335;514;227;442;778;277;169;93
16055000;Weimar, krsfr. Stadt;10326;2482;3253;1333;655;293;506;1056;388;272;88
16056000;Eisenach, krsfr. Stadt;7303;1879;2120;1178;397;156;424;679;193;184;93
16061001;Arenshausen;253;53;27;44;48;17;18;6;18;12;10
16061002;Asbach-Sickenberg;55;31;9;-;-;-;3;6;-;3;3
16061003;Berlingerode;324;35;33;114;47;19;19;15;17;16;9
16061004;Bernterode (bei Heilbad Heiligenstadt);85;27;13;12;6;7;14;3;-;3;-
16061005;Bernterode (bei Worbis);-;-;-;-;-;-;-;-;-;-;-
16061007;Birkenfelde;163;41;12;38;25;-;12;13;10;12;-
16061009;Bischofferode;-;-;-;-;-;-;-;-;-;-;-
16061011;Bockelnhagen;131;36;43;18;6;3;3;19;3;-;-
16061012;Bodenrode-Westhausen;338;89;50;64;41;16;30;29;6;13;-
16061014;Bornhagen;72;6;15;19;4;3;9;4;6;3;3
16061015;Brehme;307;49;46;94;47;25;9;7;7;7;16
16061017;Breitenworbis;1011;308;183;221;99;47;49;34;41;20;9
16061018;Büttstedt;267;74;53;47;40;13;6;22;9;3;-
16061019;Buhla;196;66;45;38;7;9;16;9;3;3;-
16061021;Burgwalde;71;15;6;7;27;3;6;3;4;-;-
16061022;Deuna;253;38;20;54;56;34;19;19;10;-;3
16061023;Dieterode;28;6;3;4;6;-;3;3;3;-;-
16061024;Dietzenrode/Vatterode;49;26;4;-;3;-;13;-;3;-;-
16061025;Dingelstädt, Stadt;1145;342;196;211;124;46;69;85;34;34;4
16061026;Ecklingerode;214;57;38;36;27;4;18;15;4;9;6
16061027;Effelder;346;44;88;98;36;20;17;9;13;12;9
16061028;Eichstruth;17;4;6;7;-;-;-;-;-;-;-
16061031;Ferna;169;26;28;40;7;3;19;37;6;3;-
16061032;Freienhagen;85;30;13;12;11;-;9;-;7;3;-
16061033;Fretterode;51;27;-;8;7;3;3;-;-;-;3
16061034;Geisleden;309;55;53;90;43;25;13;9;12;9;-
16061035;Geismar;344;122;50;50;45;27;10;28;6;6;-
16061036;Gerbershausen;161;43;23;39;13;18;7;15;-;3;-
16061037;Gernrode;467;75;93;97;59;27;28;54;19;12;3
16061038;Gerterode;138;28;30;24;23;20;3;10;-;-;-
16061039;Glasehausen;57;33;10;-;4;-;-;10;-;-;-
16061041;Großbartloff;298;112;56;44;21;9;9;29;6;9;3
16061042;Großbodungen;-;-;-;-;-;-;-;-;-;-;-
16061043;Hausen;123;20;19;16;22;6;13;18;-;-;9
16061044;Haynrode;238;69;47;39;35;6;9;11;10;6;6
16061045;Heilbad Heiligenstadt, Stadt;3208;491;584;673;319;188;247;409;158;97;42
16061046;Helmsdorf;183;66;33;15;17;10;18;9;6;9;-
16061047;Heuthen;242;45;44;69;41;16;6;6;9;6;-
16061048;Hohengandern;174;41;44;28;18;6;9;15;9;4;-
16061049;Hohes Kreuz;379;79;53;77;42;29;40;23;12;11;13
16061051;Holungen;254;57;47;68;33;19;18;3;3;3;3
16061052;Hundeshagen;333;57;69;74;38;13;12;19;19;22;10
16061053;Jützenbach;148;60;36;10;10;-;7;4;3;6;12
16061054;Kallmerode;182;59;28;32;15;0;13;10;12;6;7
16061055;Kefferhausen;236;53;49;39;16;21;22;9;20;7;-
16061056;Kella;170;28;40;37;23;3;9;18;6;6;-
16061057;Kirchgandern;188;51;44;20;21;7;20;9;10;3;3
16061058;Kirchworbis;429;106;61;99;44;25;29;36;6;14;9
16061059;Kleinbartloff;135;26;7;32;16;13;7;14;11;6;3
16061061;Kreuzebra;212;65;36;27;15;6;26;22;12;3;-
16061062;Krombach;52;14;14;7;6;-;4;-;7;-;-
16061063;Küllstedt;384;129;53;54;57;21;31;15;12;6;6
16061065;Lenterode;100;46;3;17;3;4;11;4;6;6;-
16061066;Lindewerra;88;37;17;-;4;3;14;3;-;7;3
16061067;Lutter;219;56;38;37;19;16;15;21;10;4;3
16061068;Mackenrode;94;27;15;6;18;3;6;6;-;10;3
16061069;Marth;94;29;14;23;3;0;6;10;6;3;-
16061073;Neustadt;-;-;-;-;-;-;-;-;-;-;-
16061074;Niederorschel;824;234;115;152;79;58;67;68;26;18;7
16061075;Pfaffschwende;95;15;13;39;9;3;3;9;-;4;-
16061076;Reinholterode;219;31;21;40;30;10;25;24;16;15;7
16061077;Röhrig;61;3;13;13;10;-;3;6;6;7;-
16061078;Rohrberg;60;19;9;11;-;-;15;6;-;-;-
16061082;Rustenfelde;139;40;24;6;15;13;3;18;11;6;3
16061083;Schachtebich;72;4;14;19;16;6;3;7;-;3;-
16061084;Schönhagen;33;10;3;3;7;7;3;-;-;-;-
16061085;Schwobfeld;25;4;-;8;3;-;3;3;4;-;-
16061086;Sickerode;52;20;9;10;6;-;7;-;-;-;-
16061087;Silberhausen;206;66;28;27;13;15;15;12;9;21;-
16061088;Silkerode;133;76;9;16;3;-;3;16;10;-;-
16061089;Steinbach;153;26;40;42;21;6;3;6;3;6;-
16061091;Steinheuterode;63;7;6;20;-;10;3;7;7;3;-
16061092;Steinrode;167;54;22;28;23;15;15;3;4;3;-
16061093;Stöckey;130;42;19;26;17;10;6;3;7;-;-
16061094;Tastungen;86;33;7;6;19;6;3;9;3;-;-
16061096;Thalwenden;105;23;28;10;0;7;14;9;4;10;-
16061097;Uder;670;128;124;148;108;14;42;46;30;22;8
16061098;Volkerode;82;37;15;6;3;9;9;3;-;-;-
16061099;Vollenborn;75;18;6;21;6;3;12;3;6;-;-
16061101;Wachstedt;164;33;29;41;6;26;16;3;-;10;-
16061102;Wahlhausen;71;26;13;7;-;6;-;8;3;4;4
16061103;Wehnde;103;20;32;30;3;-;6;9;-;3;-
16061104;Weißenborn-Lüderode;385;168;35;40;25;21;35;35;16;3;7
16061105;Wiesenfeld;72;15;10;9;6;10;6;6;3;4;3
16061107;Wingerode;330;53;38;81;46;27;32;12;12;26;3
16061111;Wüstheuterode;165;26;18;25;33;13;21;12;11;-;6
16061112;Zwinge;137;38;21;39;9;3;7;6;7;4;3
16061113;Schimberg;598;150;84;129;79;37;49;28;22;13;7
16061114;Teistungen;653;117;74;134;93;51;54;69;38;17;6
16061115;Leinefelde-Worbis, Stadt;3563;685;462;854;425;147;225;371;205;142;47
16061116;Am Ohmberg;1106;303;244;213;93;53;53;69;45;22;11
16061117;Sonnenstein;-;-;-;-;-;-;-;-;-;-;-
16062001;Auleben;-;-;-;-;-;-;-;-;-;-;-
16062002;Bleicherode, Stadt;1794;462;626;313;112;46;78;98;29;21;9
16062004;Buchholz;76;28;13;6;10;-;10;-;3;3;3
16062005;Ellrich, Stadt;1632;609;302;201;106;47;141;141;61;18;6
16062006;Etzelsrode;33;11;3;9;3;4;-;-;-;3;-
16062007;Friedrichsthal;91;25;30;9;9;9;3;3;3;-;-
16062008;Görsbach;359;131;55;64;24;11;18;26;16;14;-
16062009;Großlohra;318;73;80;72;47;9;0;20;10;3;4
16062014;Hainrode/Hainleite;129;35;21;20;20;6;4;17;3;3;-
16062015;Hamma;-;-;-;-;-;-;-;-;-;-;-
16062016;Harzungen;69;24;16;20;9;-;-;-;-;-;-
16062017;Heringen/Helme, Stadt;-;-;-;-;-;-;-;-;-;-;-
16062018;Herrmannsacker;133;51;24;9;15;6;18;4;6;-;-
16062022;Ilfeld;859;247;188;96;61;41;86;70;31;28;11
16062024;Kehmstedt;161;35;39;25;27;10;10;6;3;6;-
16062025;Kleinbodungen;129;37;41;26;3;3;6;3;7;3;-
16062026;Kleinfurra;419;111;111;59;30;13;27;55;7;6;-
16062029;Kraja;96;30;25;26;9;-;-;-;3;-;3
16062033;Lipprechterode;199;50;85;29;19;6;3;3;4;-;-
16062036;Neustadt/Harz;423;115;55;65;39;26;56;52;3;9;3
16062037;Niedergebra;266;95;94;21;13;6;7;16;7;4;3
16062038;Niedersachswerfen;897;208;295;167;48;28;38;47;47;19;-
16062039;Nohra;305;91;86;71;16;14;7;17;3;-;-
16062041;Nordhausen, Stadt;7550;1286;2596;1440;445;236;283;743;315;137;69
16062046;Rehungen;-;-;-;-;-;-;-;-;-;-;-
16062049;Sollstedt;837;276;121;252;49;47;30;27;22;13;-
16062054;Urbach;322;137;38;18;36;8;41;32;9;-;3
16062055;Uthleben;-;-;-;-;-;-;-;-;-;-;-
16062057;Windehausen;-;-;-;-;-;-;-;-;-;-;-
16062058;Wipperdorf;482;110;131;116;46;22;23;22;6;6;-
16062059;Wolkramshausen;326;107;50;46;16;29;43;29;6;-;-
16062062;Hohenstein;763;276;155;143;58;36;38;33;10;10;4
16062063;Werther;1105;293;279;205;108;37;47;85;33;18;-
16062064;Heringen/Helme, Stadt;1636;513;327;337;128;83;62;89;59;23;15
16062065;Harztor;-;-;-;-;-;-;-;-;-;-;-
16063001;Andenhausen;82;17;17;21;3;9;6;3;3;3;-
16063002;Bad Liebenstein, Stadt;890;161;239;218;63;45;72;53;18;21;-
16063003;Bad Salzungen, Stadt;2707;394;485;763;223;122;192;303;120;78;27
16063004;Barchfeld-Immelborn;966;218;260;240;76;22;30;43;36;28;13
16063006;Berka v. d. Hainich;243;59;44;63;25;6;0;22;14;7;3
16063007;Berka/Werra, Stadt;1334;254;260;386;138;87;45;87;37;24;16
16063008;Bischofroda;202;43;18;29;13;13;14;39;13;17;3
16063009;Brunnhartshausen;106;25;18;23;10;12;-;9;-;6;3
16063011;Buttlar;381;72;55;83;43;17;37;43;12;13;6
16063013;Creuzburg, Stadt;675;74;143;216;40;26;48;75;29;11;13
16063014;Dankmarshausen;339;101;109;48;6;19;25;18;4;6;3
16063015;Dermbach;867;133;160;235;132;39;58;57;29;15;9
16063016;Diedorf/Rhön;123;22;24;34;10;6;12;9;6;-;-
16063017;Dippach;337;65;76;109;26;6;19;7;6;20;3
16063018;Dorndorf;689;179;178;155;34;17;48;53;18;3;4
16063019;Ebenshausen;103;37;10;16;13;3;8;6;7;-;3
16063023;Empfertshausen;181;36;40;57;23;3;16;6;-;-;-
16063024;Ettenhausen a.d. Suhl;135;29;25;24;16;6;23;9;3;-;-
16063026;Fischbach/Rhön;197;12;57;45;13;13;18;21;15;3;-
16063028;Frankenroda;127;56;24;13;7;-;13;11;3;-;-
16063029;Frauensee;248;56;49;84;15;7;21;10;3;3;-
16063032;Geisa, Stadt;1222;244;134;246;132;92;104;130;52;51;37
16063033;Gerstengrund;8;-;4;4;-;-;-;-;-;-;-
16063036;Großensee;80;21;25;22;3;-;3;3;-;3;-
16063037;Hallungen;74;27;15;3;3;7;9;7;-;-;3
16063039;Ifta;338;58;60;106;42;15;16;31;7;3;-
16063041;Immelborn;510;83;142;96;35;18;62;53;6;9;6
16063043;Kaltenlengsfeld;125;36;35;13;16;3;6;10;3;-;3
16063044;Kaltennordheim, Stadt;453;143;106;80;41;28;19;18;6;12;-
16063045;Klings;128;25;41;41;3;6;6;3;3;-;-
16063046;Krauthausen;458;55;54;44;36;12;111;130;3;9;4
16063049;Lauterbach;206;32;25;39;17;12;15;38;16;9;3
16063051;Leimbach;584;94;149;111;36;12;57;79;33;13;-
16063052;Marksuhl;927;174;179;240;85;53;68;59;32;19;18
16063053;Martinroda;73;3;11;16;17;3;10;3;4;3;3
16063054;Merkers-Kieselbach;742;116;194;259;56;23;31;35;10;18;-
16063055;Mihla;658;165;130;150;72;31;37;34;12;17;10
16063058;Nazza;204;84;21;41;19;12;3;12;6;3;3
16063059;Neidhartshausen;103;42;27;15;3;4;6;3;3;-;-
16063062;Oechsen;192;46;37;55;19;4;13;3;12;3;-
16063066;Ruhla, Stadt;1726;641;440;305;102;23;52;80;36;40;7
16063068;Schleid;308;65;28;85;38;14;20;27;22;6;3
16063069;Schweina;849;259;228;127;54;24;49;49;41;15;3
16063071;Seebach;386;54;59;104;49;9;10;42;47;12;-
16063072;Stadtlengsfeld, Stadt;780;162;150;247;49;17;43;53;32;15;12
16063073;Steinbach;445;142;114;88;25;18;17;28;10;-;3
16063075;Tiefenort;1192;197;279;268;117;40;72;128;49;24;18
16063076;Treffurt, Stadt;1739;573;379;321;177;71;93;85;21;13;6
16063078;Unterbreizbach;990;131;270;330;63;27;58;61;31;12;7
16063081;Urnshausen;229;36;62;55;16;23;8;16;7;6;-
16063082;Vacha, Stadt;889;169;250;182;52;37;52;73;36;25;13
16063083;Völkershausen;353;31;37;125;30;64;21;16;13;6;10
16063084;Weilar;242;29;50;101;25;9;13;6;3;3;3
16063086;Wiesenthal;264;30;47;63;52;15;18;24;6;6;3
16063087;Wölferbütt;119;31;18;35;9;6;-;17;-;3;-
16063089;Wolfsburg-Unkeroda;254;48;60;48;25;12;12;20;17;12;-
16063092;Wutha-Farnroda;1692;361;412;239;139;80;152;155;99;42;13
16063093;Zella/Rhön;120;42;30;33;3;3;6;3;-;-;-
16063094;Moorgrund;1100;265;179;194;100;37;136;89;58;33;9
16063097;Gerstungen;1649;413;377;246;134;36;186;147;52;39;19
16063098;Hörselberg-Hainich;2036;590;339;366;161;83;172;174;90;48;13
16063099;Bad Liebenstein, Stadt;-;-;-;-;-;-;-;-;-;-;-
16063101;Krayenberggemeinde;-;-;-;-;-;-;-;-;-;-;-
16063102;Kaltennordheim, Stadt;-;-;-;-;-;-;-;-;-;-;-
16064001;Altengottern;379;140;34;68;57;21;12;26;15;6;-
16064003;Bad Langensalza, Stadt;4229;1435;774;752;447;130;145;282;136;87;41
16064004;Bad Tennstedt, Stadt;811;250;150;141;80;44;50;50;15;28;3
16064005;Ballhausen;326;73;57;85;21;18;16;38;18;-;-
16064007;Blankenburg;69;27;18;15;3;-;3;3;-;-;-
16064008;Bothenheilingen;134;19;23;44;15;15;9;3;6;-;-
16064009;Bruchstedt;107;26;15;39;6;-;12;9;-;-;-
16064014;Dünwald;670;211;63;108;97;14;48;71;24;25;9
16064017;Flarchheim;142;60;43;9;12;3;6;3;6;-;-
16064018;Großengottern;651;283;67;90;51;35;29;38;32;16;10
16064019;Großvargula;237;96;43;34;9;13;15;15;6;6;-
16064021;Haussömmern;81;39;17;6;9;4;3;3;-;-;-
16064022;Herbsleben;915;257;156;189;69;32;51;108;31;19;3
16064023;Heroldishausen;63;25;17;6;9;3;-;-;-;3;-
16064024;Heyerode;652;168;135;160;59;40;26;30;10;13;11
16064025;Hildebrandshausen;121;71;15;3;3;3;13;10;-;3;-
16064027;Hornsömmern;59;29;16;4;-;-;3;3;4;-;-
16064029;Issersheilingen;45;23;4;6;-;3;3;3;-;3;-
16064032;Kammerforst;295;125;36;33;46;6;16;18;6;6;3
16064033;Kirchheilingen;274;79;34;42;36;22;13;33;3;6;6
16064035;Kleinwelsbach;48;32;3;10;-;3;-;-;-;-;-
16064036;Klettstedt;74;24;3;22;6;6;10;-;-;3;-
16064037;Körner;502;134;87;114;75;12;46;24;7;0;3
16064038;Kutzleben;242;89;55;52;16;9;6;6;6;-;3
16064039;Langula;351;158;59;32;35;13;29;6;12;7;-
16064042;Lengenfeld unterm Stein;363;103;79;67;21;29;24;13;3;10;14
16064043;Marolterode;124;34;38;25;13;3;7;-;4;-;-
16064045;Mittelsömmern;78;40;26;3;-;3;-;6;-;-;-
16064046;Mühlhausen/Thüringen, Stadt;6812;1979;1749;941;353;243;337;607;350;180;73
16064047;Mülverstedt;226;46;35;56;26;8;9;22;9;12;3
16064048;Neunheilingen;162;83;29;10;16;3;3;9;6;3;-
16064049;Niederdorla;487;152;84;93;35;16;30;32;26;16;3
16064051;Oberdorla;708;256;150;115;53;21;37;30;13;23;10
16064052;Obermehler;320;101;74;67;35;-;18;15;3;7;-
16064053;Oppershausen;106;19;20;12;14;7;6;25;3;-;-
16064055;Rodeberg;580;84;111;147;89;30;41;36;25;9;8
16064057;Schlotheim, Stadt;1095;362;284;230;55;38;20;66;20;10;10
16064058;Schönstedt;437;159;77;45;48;10;27;40;18;10;3
16064061;Sundhausen;122;46;12;31;-;9;10;7;-;-;7
16064062;Tottleben;44;27;4;-;-;4;-;3;3;-;3
16064064;Urleben;132;70;31;17;8;-;-;6;-;-;-
16064065;Weberstedt;207;58;25;58;18;9;6;21;3;3;6
16064066;Weinbergen;1078;360;205;140;103;59;66;66;56;17;6
16064069;Katharinenberg;847;194;119;163;118;75;52;60;31;25;10
16064071;Unstruttal;1081;378;182;84;76;40;136;124;25;27;9
16064072;Menteroda;665;142;201;166;53;23;31;36;10;0;3
16064073;Anrode;1042;309;175;155;115;60;87;80;49;12;-
16064074;Südeichsfeld;-;-;-;-;-;-;-;-;-;-;-
16064075;Vogtei;-;-;-;-;-;-;-;-;-;-;-
16065001;Abtsbessingen;210;91;37;30;18;15;10;3;3;3;-
16065002;Artern/Unstrut, Stadt;1373;397;308;366;72;41;79;67;36;4;3
16065003;Bad Frankenhausen/Kyffhäuser, Stadt;2410;640;480;508;220;67;123;203;97;59;13
16065004;Badra;210;43;43;52;20;12;15;10;6;9;-
16065005;Bellstedt;76;24;23;14;6;6;-;3;-;-;-
16065006;Bendeleben;244;95;40;46;26;7;17;6;4;-;3
16065008;Borxleben;124;41;33;23;10;11;3;3;-;-;-
16065011;Bretleben;230;89;45;30;34;13;6;7;3;3;-
16065012;Clingen, Stadt;373;133;91;75;29;9;6;9;9;6;6
16065013;Donndorf;279;99;46;52;19;9;18;22;11;3;-
16065014;Ebeleben, Stadt;838;290;140;171;83;44;36;40;22;9;3
16065016;Etzleben;113;48;20;24;7;3;4;7;-;-;-
16065018;Freienbessingen;78;48;16;3;8;3;-;-;-;-;-
16065019;Gehofen;295;83;60;100;27;6;12;7;-;-;-
16065021;Göllingen;235;81;45;75;9;6;3;3;10;3;-
16065022;Gorsleben;209;90;39;38;24;6;9;3;-;-;-
16065023;Greußen, Stadt;954;327;197;182;82;47;59;38;16;3;3
16065027;Günserode;80;33;12;17;12;-;3;3;-;-;-
16065029;Hachelbich;234;63;64;39;15;3;16;25;3;6;-
16065031;Hauteroda;199;95;25;37;21;15;3;3;-;-;-
16065032;Helbedündorf;1009;447;147;219;89;19;37;24;21;6;-
16065033;Heldrungen, Stadt;812;206;191;236;71;30;36;23;9;10;-
16065034;Hemleben;98;56;18;15;3;-;-;-;3;3;-
16065035;Heygendorf;236;136;12;51;6;9;16;6;-;-;-
16065038;Holzsußra;112;41;21;26;12;-;-;9;-;3;-
16065039;Ichstedt;261;79;43;91;21;7;10;10;-;-;-
16065042;Kalbsrieth;273;110;40;52;39;10;4;4;6;4;4
16065046;Mönchpfiffel-Nikolausrieth;120;44;15;39;0;-;10;6;3;3;-
16065047;Nausitz;66;29;7;9;11;7;-;3;-;-;-
16065048;Niederbösa;52;21;4;6;9;-;-;6;6;-;-
16065051;Oberbösa;146;77;36;18;-;9;-;3;3;-;-
16065052;Oberheldrungen;348;146;56;66;23;25;10;9;10;3;-
16065054;Oldisleben;846;279;151;213;93;27;13;51;6;10;3
16065056;Reinsdorf;325;111;82;63;24;25;3;3;8;3;3
16065057;Ringleben;349;92;58;106;34;13;16;21;6;3;-
16065058;Rockstedt;93;47;12;6;6;-;-;10;9;-;3
16065061;Roßleben, Stadt;1540;392;286;451;126;68;68;102;35;12;-
16065062;Rottleben;269;75;70;53;23;12;6;18;9;-;3
16065066;Seega;186;66;33;44;19;15;-;6;-;-;3
16065067;Sondershausen, Stadt;5731;1242;1345;1300;579;201;279;518;164;76;27
16065068;Steinthaleben;186;65;28;42;19;3;12;8;3;6;-
16065072;Thüringenhausen;40;18;9;7;-;-;-;6;-;-;-
16065074;Topfstedt;211;64;53;34;9;19;12;20;-;-;-
16065075;Trebra;125;50;13;21;19;6;3;7;3;-;3
16065076;Voigtstedt;379;121;107;86;19;7;13;12;3;8;3
16065077;Wasserthaleben;142;51;25;31;10;10;6;-;6;3;-
16065079;Westgreußen;166;45;22;44;9;21;13;9;3;-;-
16065081;Wiehe, Stadt;700;257;150;152;48;20;25;30;15;-;3
16065082;Wolferschwenda;45;18;-;8;16;3;-;-;-;-;-
16065084;Großenehrich, Stadt;1037;358;194;201;105;40;36;61;10;25;7
16065085;Kyffhäuserland;-;-;-;-;-;-;-;-;-;-;-
16066001;Altersbach;185;54;46;45;12;12;13;3;-;-;-
16066002;Aschenhausen;64;17;4;18;3;4;3;9;6;-;-
16066003;Bauerbach;103;18;28;27;8;-;9;3;3;7;-
16066005;Belrieth;121;48;22;12;0;10;16;10;-;-;3
16066006;Benshausen;860;226;271;135;54;32;25;67;38;9;3
16066008;Bermbach;207;50;38;38;20;14;12;22;10;3;-
16066012;Birx;59;6;24;15;-;-;4;6;4;-;-
16066013;Breitungen/Werra;1407;251;329;373;166;34;89;101;30;21;13
16066014;Brotterode, Kurort, Stadt;880;281;202;184;85;48;18;27;13;13;9
16066015;Christes;198;41;34;69;11;3;17;7;6;7;3
16066016;Dillstädt;256;77;73;41;23;13;6;7;7;6;3
16066017;Einhausen;166;59;29;35;7;14;3;12;4;-;3
16066018;Ellingshausen;92;46;13;12;9;3;3;6;-;-;-
16066019;Erbenhausen;191;53;39;35;15;9;15;16;-;-;9
16066022;Fambach;694;87;206;170;97;33;29;24;21;13;14
16066023;Floh-Seligenthal;2087;606;478;425;160;81;110;98;65;35;29
16066024;Frankenheim/Rhön;356;74;84;77;15;15;28;32;13;9;9
16066025;Friedelshausen;128;41;18;27;6;9;6;18;3;-;-
16066028;Henneberg;218;86;16;19;19;9;8;28;20;9;4
16066031;Herpf;-;-;-;-;-;-;-;-;-;-;-
16066033;Hümpfershausen;127;47;20;33;10;3;7;-;3;-;4
16066035;Kaltensundheim;275;89;42;39;43;18;19;16;-;6;3
16066036;Kaltenwestheim;295;54;76;65;40;12;22;15;7;4;-
16066038;Kühndorf;369;117;49;90;44;10;19;18;6;9;7
16066039;Leutersdorf;90;45;13;15;-;-;7;3;7;-;-
16066041;Mehmels;130;37;26;21;15;3;3;14;8;3;-
16066042;Meiningen, Stadt;3957;827;893;745;359;189;280;406;138;71;49
16066043;Melpers;42;10;10;6;-;7;-;3;-;6;-
16066044;Metzels;213;63;22;28;15;19;32;13;6;12;3
16066045;Neubrunn;176;63;28;33;7;8;23;10;-;4;-
16066047;Oberhof, Stadt;240;63;35;53;13;3;12;40;6;12;3
16066048;Oberkatz;95;24;15;25;18;6;4;3;-;-;-
16066049;Obermaßfeld-Grimmenthal;329;87;31;49;66;19;15;50;12;-;-
16066051;Oberschönau, Kurort;290;88;94;50;19;6;9;15;3;6;-
16066052;Oberweid;156;38;47;23;14;-;6;13;15;-;-
16066053;Oepfershausen;169;40;22;48;20;7;13;6;7;-;6
16066056;Rippershausen;277;68;39;59;34;3;27;32;12;-;3
16066057;Ritschenhausen;112;61;7;22;6;-;10;6;-;-;-
16066058;Rohr;307;96;61;38;21;16;32;26;10;7;-
